id_usuario,data,quantidade
875705135940560,2013-01-01,54
875705135940560,2013-02-01,16
875705135940560,2013-03-01,30
875705135940560,2013-04-01,13
875705135940560,2013-05-01,6
875705135940560,2013-06-01,15
875705135940560,2013-07-01,26
875705135940560,2013-08-01,18
875705135940560,2013-09-01,26
875705135940560,2013-10-01,42
875705135940560,2013-11-01,19
875705135940560,2013-12-01,18
875705135940560,2014-01-01,38
875705135940560,2014-02-01,6
875705135940560,2014-03-01,10
875705135940560,2014-04-01,7
875705135940560,2014-05-01,1
875705135940560,2014-06-01,3
875705135940560,2014-07-01,7
875705135940560,2014-08-01,3
875705135940560,2014-09-01,4
875705135940560,2014-10-01,15
875705135940560,2014-11-01,9
875705135940560,2014-12-01,7
875705135940560,2015-01-01,5
875705135940560,2015-02-01,6
875705135940560,2015-03-01,8
875705135940560,2015-04-01,4
875705135940560,2015-05-01,8
875705135940560,2015-06-01,106
875705135940560,2015-07-01,75
875705135940560,2015-08-01,59
875705135940560,2015-09-01,37
875705135940560,2015-10-01,13
875705135940560,2015-11-01,67
875705135940560,2015-12-01,239
875705135940560,2016-01-01,178
875705135940560,2016-02-01,123
875705135940560,2016-03-01,116
875705135940560,2016-04-01,13
875705135940560,2016-05-01,35
875705135940560,2016-06-01,11
875705135940560,2016-07-01,28
875705135940560,2016-08-01,11
875705135940560,2016-09-01,6
875705135940560,2016-10-01,10
875705135940560,2016-11-01,14
875705135940560,2016-12-01,49
875705135940560,2017-01-01,54
875705135940560,2017-02-01,26
875705135940560,2017-03-01,28
875705135940560,2017-04-01,9
875705135940560,2017-05-01,4
875705135940560,2017-06-01,12
875705135940560,2017-07-01,16
875705135940560,2017-08-01,11
875705135940560,2017-09-01,12
875705135940560,2017-10-01,5
875705135940560,2017-11-01,15
875705135940560,2017-12-01,6
