id_usuario,data,quantidade
1486146538167125,2011-12-01,1
1486146538167125,2012-04-01,1
1486146538167125,2012-06-01,7
1486146538167125,2012-07-01,10
1486146538167125,2012-08-01,2
1486146538167125,2012-09-01,1
1486146538167125,2012-10-01,3
1486146538167125,2013-03-01,1
1486146538167125,2013-04-01,9
1486146538167125,2013-05-01,4
1486146538167125,2013-06-01,7
1486146538167125,2013-07-01,6
1486146538167125,2013-08-01,11
1486146538167125,2013-09-01,13
1486146538167125,2013-10-01,20
1486146538167125,2013-11-01,7
1486146538167125,2013-12-01,5
1486146538167125,2014-01-01,14
1486146538167125,2014-02-01,6
1486146538167125,2014-03-01,17
1486146538167125,2014-04-01,5
1486146538167125,2014-05-01,11
1486146538167125,2014-06-01,11
1486146538167125,2014-07-01,14
1486146538167125,2014-08-01,9
1486146538167125,2014-09-01,13
1486146538167125,2014-10-01,6
1486146538167125,2014-11-01,3
1486146538167125,2014-12-01,13
1486146538167125,2015-01-01,5
1486146538167125,2015-02-01,5
1486146538167125,2015-03-01,1
1486146538167125,2015-04-01,4
1486146538167125,2015-05-01,26
1486146538167125,2015-06-01,20
1486146538167125,2015-07-01,15
1486146538167125,2015-08-01,9
1486146538167125,2015-09-01,7
1486146538167125,2015-10-01,20
1486146538167125,2015-11-01,12
1486146538167125,2015-12-01,19
1486146538167125,2016-01-01,16
1486146538167125,2016-02-01,20
1486146538167125,2016-03-01,18
1486146538167125,2016-04-01,32
1486146538167125,2016-05-01,42
1486146538167125,2016-06-01,26
1486146538167125,2016-07-01,27
1486146538167125,2016-08-01,38
1486146538167125,2016-09-01,12
1486146538167125,2016-10-01,21
1486146538167125,2016-11-01,28
1486146538167125,2016-12-01,34
1486146538167125,2017-01-01,35
1486146538167125,2017-02-01,26
1486146538167125,2017-03-01,30
1486146538167125,2017-04-01,28
1486146538167125,2017-05-01,13
1486146538167125,2017-06-01,22
1486146538167125,2017-07-01,9
1486146538167125,2017-08-01,5
1486146538167125,2017-09-01,12
1486146538167125,2017-10-01,21
1486146538167125,2017-11-01,24
