id_usuario,data,quantidade
1490358514390143,2011-05-01,2
1490358514390143,2011-06-01,2
1490358514390143,2011-07-01,1
1490358514390143,2011-08-01,9
1490358514390143,2011-09-01,106
1490358514390143,2011-10-01,245
1490358514390143,2011-11-01,199
1490358514390143,2011-12-01,261
1490358514390143,2012-01-01,42
1490358514390143,2012-02-01,63
1490358514390143,2012-03-01,111
1490358514390143,2012-04-01,106
1490358514390143,2012-05-01,82
1490358514390143,2012-06-01,67
1490358514390143,2012-07-01,93
1490358514390143,2012-08-01,75
1490358514390143,2012-09-01,78
1490358514390143,2012-10-01,106
1490358514390143,2012-11-01,124
1490358514390143,2012-12-01,177
1490358514390143,2013-01-01,118
1490358514390143,2013-02-01,92
1490358514390143,2013-03-01,141
1490358514390143,2013-04-01,84
1490358514390143,2013-05-01,160
1490358514390143,2013-06-01,152
1490358514390143,2013-07-01,102
1490358514390143,2013-08-01,108
1490358514390143,2013-09-01,85
1490358514390143,2013-10-01,71
1490358514390143,2013-11-01,22
1490358514390143,2013-12-01,40
1490358514390143,2014-01-01,66
1490358514390143,2014-02-01,56
1490358514390143,2014-03-01,76
1490358514390143,2014-04-01,77
1490358514390143,2014-05-01,78
1490358514390143,2014-06-01,83
1490358514390143,2014-07-01,43
1490358514390143,2014-08-01,41
1490358514390143,2014-09-01,43
1490358514390143,2014-10-01,26
1490358514390143,2014-11-01,12
1490358514390143,2014-12-01,21
1490358514390143,2015-01-01,29
1490358514390143,2015-02-01,20
1490358514390143,2015-03-01,26
1490358514390143,2015-04-01,17
1490358514390143,2015-05-01,12
1490358514390143,2015-06-01,29
1490358514390143,2015-07-01,10
1490358514390143,2015-08-01,26
1490358514390143,2015-09-01,19
1490358514390143,2015-10-01,26
1490358514390143,2015-11-01,4
1490358514390143,2015-12-01,11
1490358514390143,2016-01-01,17
1490358514390143,2016-02-01,12
1490358514390143,2016-03-01,6
1490358514390143,2016-04-01,9
1490358514390143,2016-05-01,10
1490358514390143,2016-06-01,26
1490358514390143,2016-07-01,10
1490358514390143,2016-08-01,9
1490358514390143,2016-09-01,8
1490358514390143,2016-10-01,11
1490358514390143,2016-11-01,10
1490358514390143,2016-12-01,11
1490358514390143,2017-01-01,19
1490358514390143,2017-02-01,3
1490358514390143,2017-03-01,9
1490358514390143,2017-04-01,14
1490358514390143,2017-05-01,8
1490358514390143,2017-06-01,15
1490358514390143,2017-07-01,7
1490358514390143,2017-08-01,5
1490358514390143,2017-09-01,14
1490358514390143,2017-10-01,6
1490358514390143,2017-11-01,5
