id_usuario,data,quantidade
1492157617538982,2011-05-01,4
1492157617538982,2011-06-01,6
1492157617538982,2011-07-01,7
1492157617538982,2011-08-01,2
1492157617538982,2011-09-01,1
1492157617538982,2011-10-01,12
1492157617538982,2011-11-01,4
1492157617538982,2011-12-01,4
1492157617538982,2012-01-01,19
1492157617538982,2012-02-01,9
1492157617538982,2012-03-01,7
1492157617538982,2012-04-01,16
1492157617538982,2012-05-01,7
1492157617538982,2012-06-01,10
1492157617538982,2012-07-01,26
1492157617538982,2012-08-01,12
1492157617538982,2012-09-01,11
1492157617538982,2012-10-01,18
1492157617538982,2012-11-01,51
1492157617538982,2012-12-01,48
1492157617538982,2013-01-01,10
1492157617538982,2013-02-01,17
1492157617538982,2013-03-01,16
1492157617538982,2013-04-01,32
1492157617538982,2013-05-01,56
1492157617538982,2013-06-01,39
1492157617538982,2013-07-01,14
1492157617538982,2013-08-01,55
1492157617538982,2013-09-01,33
1492157617538982,2013-10-01,40
1492157617538982,2013-11-01,37
1492157617538982,2013-12-01,17
1492157617538982,2014-01-01,30
1492157617538982,2014-02-01,11
1492157617538982,2014-03-01,14
1492157617538982,2014-04-01,11
1492157617538982,2014-05-01,26
1492157617538982,2014-06-01,15
1492157617538982,2014-07-01,31
1492157617538982,2014-08-01,8
1492157617538982,2014-09-01,20
1492157617538982,2014-10-01,14
1492157617538982,2014-11-01,11
1492157617538982,2014-12-01,25
1492157617538982,2015-01-01,12
1492157617538982,2015-02-01,20
1492157617538982,2015-03-01,12
1492157617538982,2015-04-01,17
1492157617538982,2015-05-01,9
1492157617538982,2015-06-01,18
1492157617538982,2015-07-01,35
1492157617538982,2015-08-01,89
1492157617538982,2015-09-01,57
1492157617538982,2015-10-01,6
1492157617538982,2015-11-01,16
1492157617538982,2015-12-01,78
1492157617538982,2016-01-01,53
1492157617538982,2016-02-01,39
1492157617538982,2016-03-01,30
1492157617538982,2016-04-01,18
1492157617538982,2016-05-01,3
1492157617538982,2016-06-01,11
1492157617538982,2016-07-01,24
1492157617538982,2016-08-01,62
1492157617538982,2016-09-01,26
1492157617538982,2016-10-01,42
1492157617538982,2016-11-01,42
1492157617538982,2016-12-01,58
1492157617538982,2017-01-01,66
1492157617538982,2017-02-01,28
1492157617538982,2017-03-01,21
1492157617538982,2017-04-01,11
1492157617538982,2017-05-01,12
1492157617538982,2017-06-01,21
1492157617538982,2017-07-01,31
1492157617538982,2017-08-01,27
1492157617538982,2017-09-01,14
1492157617538982,2017-10-01,31
1492157617538982,2017-11-01,6
