id_usuario,data,quantidade
2000049206898919,2013-12-01,1
2000049206898919,2014-09-01,52
2000049206898919,2014-10-01,110
2000049206898919,2014-11-01,222
2000049206898919,2014-12-01,65
2000049206898919,2015-01-01,58
2000049206898919,2015-02-01,77
2000049206898919,2015-03-01,43
2000049206898919,2015-04-01,24
2000049206898919,2015-05-01,26
2000049206898919,2015-06-01,35
2000049206898919,2015-07-01,78
2000049206898919,2015-08-01,59
2000049206898919,2015-09-01,15
2000049206898919,2015-10-01,75
2000049206898919,2015-11-01,79
2000049206898919,2015-12-01,201
2000049206898919,2016-01-01,131
2000049206898919,2016-02-01,75
2000049206898919,2016-03-01,99
2000049206898919,2016-04-01,89
2000049206898919,2016-05-01,92
2000049206898919,2016-06-01,40
2000049206898919,2016-07-01,23
2000049206898919,2016-08-01,62
2000049206898919,2016-09-01,71
2000049206898919,2016-10-01,81
2000049206898919,2016-11-01,61
2000049206898919,2016-12-01,85
2000049206898919,2017-01-01,84
2000049206898919,2017-02-01,138
2000049206898919,2017-03-01,96
2000049206898919,2017-04-01,75
2000049206898919,2017-05-01,146
2000049206898919,2017-06-01,72
2000049206898919,2017-07-01,36
2000049206898919,2017-08-01,95
2000049206898919,2017-09-01,77
2000049206898919,2017-10-01,99
2000049206898919,2017-11-01,128
2000049206898919,2017-12-01,73
