id_usuario,data,quantidade
575912899414794,2015-08-01,2
575912899414794,2016-01-01,2
575912899414794,2016-02-01,4
575912899414794,2016-03-01,54
575912899414794,2016-04-01,46
575912899414794,2016-05-01,14
575912899414794,2016-06-01,1
575912899414794,2016-07-01,8
575912899414794,2016-08-01,6
575912899414794,2016-09-01,3
575912899414794,2016-10-01,3
575912899414794,2016-11-01,14
575912899414794,2016-12-01,25
575912899414794,2017-01-01,56
575912899414794,2017-02-01,37
575912899414794,2017-03-01,39
575912899414794,2017-04-01,75
575912899414794,2017-05-01,52
575912899414794,2017-06-01,92
575912899414794,2017-07-01,98
575912899414794,2017-08-01,40
575912899414794,2017-09-01,72
575912899414794,2017-10-01,79
575912899414794,2017-11-01,43
575912899414794,2017-12-01,16
