id_usuario,data,quantidade
1105432349559329,2012-05-01,1
1105432349559329,2012-06-01,1
1105432349559329,2012-07-01,11
1105432349559329,2012-08-01,9
1105432349559329,2012-09-01,11
1105432349559329,2012-11-01,51
1105432349559329,2012-12-01,130
1105432349559329,2013-02-01,92
1105432349559329,2013-03-01,95
1105432349559329,2013-04-01,42
1105432349559329,2013-05-01,59
1105432349559329,2013-06-01,45
1105432349559329,2013-07-01,25
1105432349559329,2013-08-01,27
1105432349559329,2013-09-01,16
1105432349559329,2013-10-01,18
1105432349559329,2013-11-01,20
1105432349559329,2013-12-01,66
1105432349559329,2014-01-01,93
1105432349559329,2014-02-01,81
1105432349559329,2014-03-01,107
1105432349559329,2014-04-01,117
1105432349559329,2014-05-01,144
1105432349559329,2014-06-01,136
1105432349559329,2014-07-01,60
1105432349559329,2014-08-01,43
1105432349559329,2014-09-01,22
1105432349559329,2014-10-01,14
1105432349559329,2014-11-01,21
1105432349559329,2014-12-01,44
1105432349559329,2015-01-01,15
1105432349559329,2015-02-01,35
1105432349559329,2015-03-01,13
1105432349559329,2015-04-01,13
1105432349559329,2015-05-01,32
1105432349559329,2015-06-01,31
1105432349559329,2015-07-01,46
1105432349559329,2015-08-01,22
1105432349559329,2015-09-01,18
1105432349559329,2015-10-01,20
1105432349559329,2015-11-01,9
1105432349559329,2015-12-01,2
1105432349559329,2016-01-01,4
1105432349559329,2016-04-01,2
1105432349559329,2016-05-01,7
1105432349559329,2016-06-01,4
1105432349559329,2016-07-01,1
1105432349559329,2016-08-01,5
1105432349559329,2016-09-01,5
1105432349559329,2016-10-01,6
1105432349559329,2016-11-01,2
1105432349559329,2016-12-01,9
1105432349559329,2017-01-01,17
1105432349559329,2017-02-01,7
1105432349559329,2017-03-01,1
1105432349559329,2017-04-01,4
1105432349559329,2017-05-01,6
1105432349559329,2017-06-01,8
1105432349559329,2017-07-01,4
1105432349559329,2017-08-01,3
1105432349559329,2017-09-01,4
1105432349559329,2017-10-01,2
1105432349559329,2017-11-01,15
1105432349559329,2017-12-01,15
