id_usuario,data,quantidade
932900373523932,2012-07-01,2
932900373523932,2012-08-01,14
932900373523932,2012-09-01,13
932900373523932,2012-10-01,4
932900373523932,2012-11-01,5
932900373523932,2012-12-01,13
932900373523932,2013-01-01,3
932900373523932,2013-02-01,3
932900373523932,2013-03-01,90
932900373523932,2013-04-01,142
932900373523932,2013-05-01,119
932900373523932,2013-06-01,40
932900373523932,2013-07-01,49
932900373523932,2013-08-01,8
932900373523932,2013-09-01,9
932900373523932,2013-10-01,11
932900373523932,2013-11-01,17
932900373523932,2013-12-01,41
932900373523932,2014-01-01,36
932900373523932,2014-02-01,19
932900373523932,2014-03-01,57
932900373523932,2014-04-01,70
932900373523932,2014-05-01,23
932900373523932,2014-06-01,14
932900373523932,2014-07-01,19
932900373523932,2014-08-01,26
932900373523932,2014-09-01,32
932900373523932,2014-10-01,23
932900373523932,2014-11-01,40
932900373523932,2014-12-01,33
932900373523932,2015-01-01,86
932900373523932,2015-02-01,77
932900373523932,2015-03-01,43
932900373523932,2015-04-01,94
932900373523932,2015-05-01,77
932900373523932,2015-06-01,63
932900373523932,2015-07-01,84
932900373523932,2015-08-01,108
932900373523932,2015-09-01,90
932900373523932,2015-10-01,73
932900373523932,2015-11-01,69
932900373523932,2015-12-01,89
932900373523932,2016-01-01,67
932900373523932,2016-02-01,35
932900373523932,2016-03-01,46
932900373523932,2016-04-01,84
932900373523932,2016-05-01,77
932900373523932,2016-06-01,60
932900373523932,2016-07-01,87
932900373523932,2016-08-01,101
932900373523932,2016-09-01,79
932900373523932,2016-10-01,150
932900373523932,2016-11-01,158
932900373523932,2016-12-01,113
932900373523932,2017-01-01,133
932900373523932,2017-02-01,107
932900373523932,2017-03-01,73
932900373523932,2017-04-01,91
932900373523932,2017-05-01,106
932900373523932,2017-06-01,105
932900373523932,2017-07-01,95
932900373523932,2017-08-01,50
932900373523932,2017-09-01,76
932900373523932,2017-10-01,98
932900373523932,2017-11-01,86
