id_usuario,data,quantidade
1466776020086339,2010-01-01,1
1466776020086339,2011-01-01,2
1466776020086339,2011-07-01,1
1466776020086339,2011-08-01,6
1466776020086339,2011-09-01,11
1466776020086339,2011-10-01,9
1466776020086339,2011-11-01,7
1466776020086339,2011-12-01,13
1466776020086339,2012-01-01,10
1466776020086339,2012-02-01,9
1466776020086339,2012-03-01,3
1466776020086339,2012-04-01,6
1466776020086339,2012-05-01,74
1466776020086339,2012-06-01,25
1466776020086339,2012-07-01,25
1466776020086339,2012-08-01,61
1466776020086339,2012-09-01,25
1466776020086339,2012-11-01,81
1466776020086339,2012-12-01,89
1466776020086339,2013-01-01,8
1466776020086339,2013-02-01,33
1466776020086339,2013-03-01,77
1466776020086339,2013-05-01,68
1466776020086339,2013-06-01,59
1466776020086339,2013-08-01,52
1466776020086339,2013-09-01,95
1466776020086339,2013-10-01,35
1466776020086339,2013-11-01,216
1466776020086339,2013-12-01,103
1466776020086339,2014-01-01,2
1466776020086339,2014-02-01,24
1466776020086339,2014-03-01,34
1466776020086339,2014-05-01,42
1466776020086339,2014-06-01,34
1466776020086339,2014-08-01,39
1466776020086339,2014-09-01,48
1466776020086339,2014-10-01,4
1466776020086339,2014-11-01,31
1466776020086339,2014-12-01,31
1466776020086339,2015-01-01,16
1466776020086339,2015-02-01,34
1466776020086339,2015-03-01,98
1466776020086339,2015-04-01,8
1466776020086339,2015-05-01,86
1466776020086339,2015-06-01,178
1466776020086339,2015-07-01,13
1466776020086339,2015-08-01,68
1466776020086339,2015-09-01,73
1466776020086339,2015-10-01,100
1466776020086339,2015-11-01,60
1466776020086339,2015-12-01,89
1466776020086339,2016-01-01,48
1466776020086339,2016-02-01,85
1466776020086339,2016-03-01,40
1466776020086339,2016-04-01,46
1466776020086339,2016-05-01,58
1466776020086339,2016-06-01,82
1466776020086339,2016-07-01,71
1466776020086339,2016-08-01,64
1466776020086339,2016-09-01,4
1466776020086339,2017-03-01,6
1466776020086339,2017-04-01,30
1466776020086339,2017-05-01,59
1466776020086339,2017-06-01,250
1466776020086339,2017-07-01,218
1466776020086339,2017-08-01,232
1466776020086339,2017-09-01,165
1466776020086339,2017-10-01,46
1466776020086339,2017-11-01,95
1466776020086339,2017-12-01,27
