id_usuario,data,quantidade
1502378776518622,2011-06-01,1
1502378776518622,2012-02-01,6
1502378776518622,2012-03-01,1
1502378776518622,2012-04-01,3
1502378776518622,2012-05-01,19
1502378776518622,2012-06-01,1
1502378776518622,2012-08-01,2
1502378776518622,2012-10-01,53
1502378776518622,2012-11-01,54
1502378776518622,2012-12-01,34
1502378776518622,2013-01-01,25
1502378776518622,2013-02-01,16
1502378776518622,2013-03-01,19
1502378776518622,2013-04-01,11
1502378776518622,2013-05-01,6
1502378776518622,2013-06-01,11
1502378776518622,2013-07-01,18
1502378776518622,2013-08-01,15
1502378776518622,2013-09-01,2
1502378776518622,2013-10-01,4
1502378776518622,2013-11-01,6
1502378776518622,2013-12-01,18
1502378776518622,2014-01-01,9
1502378776518622,2014-02-01,9
1502378776518622,2014-03-01,13
1502378776518622,2014-04-01,18
1502378776518622,2014-05-01,20
1502378776518622,2014-06-01,23
1502378776518622,2014-07-01,6
1502378776518622,2014-08-01,2
1502378776518622,2014-09-01,3
1502378776518622,2014-10-01,2
1502378776518622,2014-11-01,20
1502378776518622,2015-02-01,1
1502378776518622,2015-03-01,3
1502378776518622,2015-06-01,40
1502378776518622,2015-07-01,27
1502378776518622,2015-08-01,52
1502378776518622,2015-09-01,85
1502378776518622,2015-10-01,111
1502378776518622,2015-11-01,90
1502378776518622,2015-12-01,129
1502378776518622,2016-01-01,48
1502378776518622,2016-02-01,23
1502378776518622,2016-03-01,57
1502378776518622,2016-04-01,32
1502378776518622,2016-05-01,76
1502378776518622,2016-06-01,87
1502378776518622,2016-07-01,128
1502378776518622,2016-08-01,135
1502378776518622,2016-09-01,125
1502378776518622,2016-10-01,54
1502378776518622,2016-11-01,42
1502378776518622,2016-12-01,63
1502378776518622,2017-01-01,41
1502378776518622,2017-02-01,164
1502378776518622,2017-03-01,119
1502378776518622,2017-04-01,100
1502378776518622,2017-05-01,113
1502378776518622,2017-06-01,72
1502378776518622,2017-07-01,94
1502378776518622,2017-08-01,85
1502378776518622,2017-09-01,28
1502378776518622,2017-10-01,28
1502378776518622,2017-11-01,138
1502378776518622,2017-12-01,21
