id_usuario,data,quantidade
2414528602105480,2013-08-01,16
2414528602105480,2013-09-01,192
2414528602105480,2013-10-01,26
2414528602105480,2013-11-01,24
2414528602105480,2013-12-01,84
2414528602105480,2014-01-01,102
2414528602105480,2014-02-01,64
2414528602105480,2014-03-01,42
2414528602105480,2014-04-01,174
2414528602105480,2014-05-01,120
2414528602105480,2014-06-01,58
2414528602105480,2014-07-01,70
2414528602105480,2014-08-01,42
2414528602105480,2014-09-01,38
2414528602105480,2014-10-01,10
2414528602105480,2014-11-01,44
2414528602105480,2014-12-01,28
2414528602105480,2015-01-01,2
2414528602105480,2015-02-01,18
2414528602105480,2015-03-01,40
2414528602105480,2015-04-01,62
2414528602105480,2015-05-01,66
2414528602105480,2015-06-01,22
2414528602105480,2015-07-01,122
2414528602105480,2015-08-01,264
2414528602105480,2015-09-01,280
2414528602105480,2015-10-01,104
2414528602105480,2015-11-01,196
2414528602105480,2015-12-01,294
2414528602105480,2016-02-01,216
2414528602105480,2016-03-01,172
2414528602105480,2016-05-01,144
2414528602105480,2016-06-01,114
2414528602105480,2016-08-01,84
2414528602105480,2016-09-01,316
2414528602105480,2016-11-01,254
2414528602105480,2016-12-01,258
2414528602105480,2017-01-01,10
2414528602105480,2017-02-01,406
2414528602105480,2017-03-01,476
2414528602105480,2017-04-01,110
2414528602105480,2017-05-01,290
2414528602105480,2017-06-01,296
2414528602105480,2017-08-01,156
2414528602105480,2017-09-01,170
2414528602105480,2017-10-01,112
2414528602105480,2017-11-01,448
2414528602105480,2017-12-01,570
