id_usuario,data,quantidade
1977291202559840,2014-05-01,15
1977291202559840,2014-06-01,138
1977291202559840,2014-07-01,73
1977291202559840,2014-08-01,41
1977291202559840,2014-09-01,49
1977291202559840,2014-10-01,28
1977291202559840,2014-11-01,22
1977291202559840,2014-12-01,17
1977291202559840,2015-01-01,9
1977291202559840,2015-02-01,2
1977291202559840,2015-09-01,21
1977291202559840,2015-10-01,8
1977291202559840,2015-11-01,17
1977291202559840,2015-12-01,4
1977291202559840,2016-01-01,3
1977291202559840,2016-02-01,10
1977291202559840,2016-03-01,10
1977291202559840,2016-04-01,2
1977291202559840,2016-05-01,3
1977291202559840,2016-06-01,7
1977291202559840,2016-07-01,3
1977291202559840,2016-08-01,26
1977291202559840,2016-09-01,24
1977291202559840,2016-10-01,8
1977291202559840,2016-11-01,6
1977291202559840,2016-12-01,12
1977291202559840,2017-01-01,18
1977291202559840,2017-02-01,6
1977291202559840,2017-03-01,24
1977291202559840,2017-04-01,28
1977291202559840,2017-05-01,17
1977291202559840,2017-06-01,9
1977291202559840,2017-07-01,6
1977291202559840,2017-08-01,10
1977291202559840,2017-09-01,14
1977291202559840,2017-10-01,6
1977291202559840,2017-11-01,7
1977291202559840,2017-12-01,4
