id_usuario,palavra,contagem
509263439449351,amor,1
509263439449351,dica,1
509263439449351,namorar,1
509263439449351,facil,1
509263439449351,pedir,1
509263439449351,galerar,1
509263439449351,independente,1
509263439449351,casamento,1
509263439449351,chorar,1
509263439449351,melhor,1
1251316891678779,quebrar,1
1251316891678779,deus,1
1251316891678779,coragem,1
1251316891678779,julgar,1
1251316891678779,acreditar,1
1251316891678779,quebra,1
1251316891678779,encontrar,0
1251316891678779,encher,0
1251316891678779,empurrar,0
1251316891678779,eitar,0
872507229580251,watch,4
872507229580251,youtube,4
872507229580251,amigo,3
872507229580251,face,2
872507229580251,facebook,2
872507229580251,pedir,2
872507229580251,avisar,1
872507229580251,comecar,1
872507229580251,futuro,1
872507229580251,inteiro,1
1595748830495975,deus,9
1595748830495975,vida,6
1595748830495975,amor,6
1595748830495975,amo,6
1595748830495975,presente,5
1595748830495975,mundo,4
1595748830495975,chegar,4
1595748830495975,saudade,4
1595748830495975,contigo,3
1595748830495975,desejo,3
869946276512344,chegar,3
869946276512344,acabar,3
869946276512344,viver,2
869946276512344,vida,2
869946276512344,chorar,2
869946276512344,conhecer,1
869946276512344,galera,1
869946276512344,altura,1
869946276512344,inspirar,1
869946276512344,ouvir,1
1587627037942974,alegre,3
1587627037942974,porto,3
1587627037942974,show,3
1587627037942974,vida,2
1587627037942974,tornar,1
1587627037942974,sonho,1
1587627037942974,dor,1
1587627037942974,maravilhoso,1
1587627037942974,razao,1
1587627037942974,simplesmente,1
1492157617538982,youtube,2
1492157617538982,crianco,2
1492157617538982,watch,2
1492157617538982,fofa,1
1492157617538982,cartao,1
1492157617538982,brasil,1
1492157617538982,familia,1
1492157617538982,presidente,1
1492157617538982,mostrar,1
1492157617538982,amei,1
1432240266894971,amor,8
1432240266894971,voltar,5
1432240266894971,amo,4
1432240266894971,jardim,4
1432240266894971,ideia,4
1432240266894971,pratico,3
1432240266894971,espaco,3
1432240266894971,pensar,3
1432240266894971,brasil,3
1432240266894971,presente,3
1948222792103902,orgulho,1
1948222792103902,morri,1
1948222792103902,facar,1
1948222792103902,existir,1
1948222792103902,rir,1
1948222792103902,gostar,1
1948222792103902,decidir,1
1948222792103902,comer,1
1948222792103902,amor,1
1948222792103902,palhaco,1
1527547280692643,amigo,3
1527547280692643,social,3
1527547280692643,gay,3
1527547280692643,blico,3
1527547280692643,movimento,3
1527547280692643,caso,3
1527547280692643,direito,2
1527547280692643,morto,2
1527547280692643,humano,2
1527547280692643,politico,2
889421431208955,saudade,5
889421431208955,chegar,3
889421431208955,vida,2
889421431208955,repetir,2
889421431208955,caramba,2
889421431208955,conversa,2
889421431208955,querido,1
889421431208955,quanta,1
889421431208955,fase,1
889421431208955,atencao,1
1457411227699416,episodio,4
1457411227699416,vida,4
1457411227699416,mundo,3
1457411227699416,amo,2
1457411227699416,separar,2
1457411227699416,comigo,2
1457411227699416,amei,2
1457411227699416,amor,2
1457411227699416,realmente,2
1457411227699416,bonito,1
965647473576511,volta,12
965647473576511,esperar,6
965647473576511,vida,5
965647473576511,amo,4
965647473576511,sangue,4
965647473576511,cansei,4
965647473576511,especial,4
965647473576511,coracao,4
965647473576511,matar,4
965647473576511,uso,4
2069736153313031,verdadeiro,2
2069736153313031,namorar,2
2069736153313031,cair,1
2069736153313031,grito,1
2069736153313031,parecer,1
2069736153313031,passar,1
2069736153313031,versao,1
2069736153313031,gostar,1
2069736153313031,mandar,1
2069736153313031,adorar,1
1297570730388954,lembranco,1
1297570730388954,velha,1
1297570730388954,zona,0
1297570730388954,droga,0
1297570730388954,enem,0
1297570730388954,encontro,0
1297570730388954,encontrar,0
1297570730388954,encher,0
1297570730388954,empurrar,0
1297570730388954,eitar,0
714486605403627,curso,1
714486605403627,lutar,1
714486605403627,outubro,1
714486605403627,tema,1
714486605403627,cancer,1
714486605403627,durar,0
714486605403627,enem,0
714486605403627,encontro,0
714486605403627,encontrar,0
714486605403627,encher,0
1725629684116087,zona,0
1725629684116087,enfrentar,0
1725629684116087,enem,0
1725629684116087,encontro,0
1725629684116087,encontrar,0
1725629684116087,encher,0
1725629684116087,empurrar,0
1725629684116087,eitar,0
1725629684116087,educar,0
1725629684116087,educacao,0
2006482226296460,amo,1
2006482226296460,prova,1
2006482226296460,estarei,1
2006482226296460,chegar,1
2006482226296460,vido,1
2006482226296460,quanta,1
2006482226296460,drama,0
2006482226296460,encontrar,0
2006482226296460,encher,0
2006482226296460,empurrar,0
1397810640317984,deus,2
1397810640317984,consigo,1
1397810640317984,ouvir,1
1397810640317984,fogo,1
1397810640317984,dancar,1
1397810640317984,conhecer,1
1397810640317984,aguentar,1
1397810640317984,celular,1
1397810640317984,perder,1
1397810640317984,esquecer,1
1490358514390143,amo,3
1490358514390143,mundo,2
1490358514390143,odeio,2
1490358514390143,passar,2
1490358514390143,prender,1
1490358514390143,tratar,1
1490358514390143,aparecer,1
1490358514390143,lover,1
1490358514390143,mostrar,1
1490358514390143,conhecer,1
774386619429363,sphynx,5
774386619429363,anime,3
774386619429363,inspirar,3
774386619429363,matar,2
774386619429363,top,1
774386619429363,principalmente,1
774386619429363,paro,1
774386619429363,caso,1
774386619429363,fechar,1
774386619429363,vejo,1
1027766970699941,zona,0
1027766970699941,enfrentar,0
1027766970699941,enem,0
1027766970699941,encontro,0
1027766970699941,encontrar,0
1027766970699941,encher,0
1027766970699941,empurrar,0
1027766970699941,eitar,0
1027766970699941,educar,0
1027766970699941,educacao,0
1946002089051904,pensar,9
1946002089051904,arte,9
1946002089051904,vida,6
1946002089051904,inimigo,5
1946002089051904,seguir,5
1946002089051904,desejo,5
1946002089051904,deus,5
1946002089051904,causar,4
1946002089051904,amor,4
1946002089051904,acontecer,4
291176478067708,zona,0
291176478067708,enfrentar,0
291176478067708,enem,0
291176478067708,encontro,0
291176478067708,encontrar,0
291176478067708,encher,0
291176478067708,empurrar,0
291176478067708,eitar,0
291176478067708,educar,0
291176478067708,educacao,0
331889457280235,subir,1
331889457280235,entrar,1
331889457280235,zona,0
331889457280235,durar,0
331889457280235,enem,0
331889457280235,encontro,0
331889457280235,encontrar,0
331889457280235,encher,0
331889457280235,empurrar,0
331889457280235,eitar,0
989657331173069,deus,8
989657331173069,vida,6
989657331173069,matar,6
989657331173069,maravilhoso,5
989657331173069,amor,5
989657331173069,comer,4
989657331173069,gato,4
989657331173069,encontrar,4
989657331173069,amo,4
989657331173069,voltar,4
1810134412618860,luta,2
1810134412618860,sonhar,2
1810134412618860,vida,2
1810134412618860,lutar,1
1810134412618860,realidade,1
1810134412618860,incrivel,1
1810134412618860,causa,1
1810134412618860,brasil,1
1810134412618860,faculdade,1
1810134412618860,amizade,1
1962253110664022,deus,5
1962253110664022,jesus,4
1962253110664022,mds,3
1962253110664022,cristo,2
1962253110664022,errar,2
1962253110664022,erro,2
1962253110664022,precisar,2
1962253110664022,esperar,2
1962253110664022,lover,2
1962253110664022,coracoes,1
1498478043520555,cafe,2
1498478043520555,sentir,2
1498478043520555,compr,2
