id_usuario,palavra,contagem
1725629684116087,av,3
1725629684116087,whatsapp,3
1725629684116087,vir,3
1725629684116087,vivo,2
1725629684116087,telefone,2
2006482226296460,amo,3
2006482226296460,vido,1
2006482226296460,tristir,1
2006482226296460,vida,1
2006482226296460,marcar,1
2006482226296460,histório,1
2006482226296460,vaga,1
2006482226296460,vir,1
2006482226296460,homossexualidade,1
2006482226296460,resposta,1
1397810640317984,oss,8
1397810640317984,bom,6
1397810640317984,jiujitsu,5
1397810640317984,treino,4
1397810640317984,sorriso,4
1397810640317984,vida,3
1397810640317984,semana,3
1397810640317984,tão,3
1397810640317984,amor,3
1397810640317984,deus,3
1490358514390143,vida,15
1490358514390143,amo,9
1490358514390143,amor,7
1490358514390143,amigo,5
1490358514390143,deus,5
1490358514390143,amizade,5
1490358514390143,especial,4
1490358514390143,tão,4
1490358514390143,parabéns,4
1490358514390143,mostrar,4
774386619429363,index,16
774386619429363,sphynx,6
774386619429363,nakamurar,6
774386619429363,anime,4
774386619429363,inspirar,3
774386619429363,matar,3
774386619429363,bom,2
774386619429363,esperar,2
774386619429363,dormir,2
774386619429363,legal,1
1027766970699941,culto,2
1027766970699941,garantir,2
1027766970699941,religioso,1
1027766970699941,assistir,1
1027766970699941,igual,1
1027766970699941,igualdade,1
1027766970699941,segurança,1
1027766970699941,direito,1
1027766970699941,país,1
1027766970699941,seguinte,1
1946002089051904,pensar,36
1946002089051904,vida,31
1946002089051904,sentir,28
1946002089051904,tão,27
1946002089051904,dor,22
1946002089051904,então,22
1946002089051904,deus,22
1946002089051904,desejo,21
1946002089051904,alguém,20
1946002089051904,menino,19
291176478067708,fiquei,1
291176478067708,tristir,1
291176478067708,amigo,1
291176478067708,ônibus,0
291176478067708,encalhar,0
291176478067708,enaltecer,0
291176478067708,empurrar,0
291176478067708,empresa,0
291176478067708,emprego,0
291176478067708,empregar,0
331889457280235,ajude,1
331889457280235,posição,1
331889457280235,google,1
331889457280235,linkr,1
331889457280235,pesquisar,1
331889457280235,baixar,1
331889457280235,entrar,1
331889457280235,viver,1
331889457280235,subir,1
331889457280235,ganhar,1
989657331173069,vida,16
989657331173069,deus,16
989657331173069,amo,14
989657331173069,comer,14
989657331173069,amor,13
989657331173069,né,13
989657331173069,mundo,12
989657331173069,alguém,12
989657331173069,carne,11
989657331173069,passar,10
1810134412618860,mds,5
1810134412618860,real,4
1810134412618860,vida,4
1810134412618860,lobo,3
1810134412618860,alguém,3
1810134412618860,luta,3
1810134412618860,qualidade,2
1810134412618860,sonhar,2
1810134412618860,faculdade,2
1810134412618860,pesquisa,2
781644825361496,potter,1
781644825361496,parabéns,1
781644825361496,vida,1
781644825361496,ônibus,0
781644825361496,enaltecer,0
781644825361496,empurrar,0
781644825361496,empresa,0
781644825361496,emprego,0
781644825361496,empregar,0
781644825361496,empenho,0
1962253110664022,deus,7
1962253110664022,vida,6
1962253110664022,amo,4
1962253110664022,jesus,4
1962253110664022,simples,3
1962253110664022,mds,3
1962253110664022,chegar,3
1962253110664022,god,3
1962253110664022,foto,2
1962253110664022,livro,2
1498478043520555,usar,4
1498478043520555,amiga,3
1498478043520555,criança,3
1498478043520555,bom,3
1498478043520555,tomar,2
1498478043520555,passar,2
1498478043520555,triste,2
1498478043520555,adorar,2
1498478043520555,voltar,2
1498478043520555,compr,2
1505262262895441,deus,20
1505262262895441,errar,18
1505262262895441,vida,16
1505262262895441,amor,10
1505262262895441,ministério,8
1505262262895441,amo,8
1505262262895441,família,8
1505262262895441,amiga,6
1505262262895441,luís,6
1505262262895441,serejo,6
1486447631463016,bom,11
1486447631463016,vida,8
1486447631463016,deus,7
1486447631463016,certo,7
1486447631463016,enem,6
1486447631463016,parabéns,6
1486447631463016,ir,5
1486447631463016,chegar,5
1486447631463016,fé,5
1486447631463016,fazer,5
2025310177706842,saudade,18
2025310177706842,tá,17
2025310177706842,vida,16
2025310177706842,mãe,13
2025310177706842,amo,13
2025310177706842,olhar,12
2025310177706842,aí,10
2025310177706842,deus,9
2025310177706842,bom,8
2025310177706842,valladar,7
1581272061964801,família,2
1581272061964801,opa,2
1581272061964801,amo,2
1581272061964801,gostar,1
1581272061964801,agente,1
1581272061964801,proteger,1
1581272061964801,anjo,1
1581272061964801,maravilhosa,1
1581272061964801,jesus,1
1581272061964801,site,1
523889937966576,deus,8
523889937966576,vida,7
523889937966576,amo,6
523889937966576,opa,5
523889937966576,rsrs,5
523889937966576,olhar,4
523889937966576,bom,4
523889937966576,começar,3
523889937966576,parabem,3
523889937966576,poder,3
1489681017811661,rádio,20
1489681017811661,bom,16
1489681017811661,jogo,14
1489681017811661,equipe,13
1489681017811661,catedral,13
1489681017811661,preço,12
1489681017811661,levar,11
1489681017811661,emoção,10
1489681017811661,taír,10
1489681017811661,qualidade,10
916755938481547,amor,3
916755938481547,amo,3
916755938481547,família,2
916755938481547,coração,1
916755938481547,edição,1
916755938481547,tirar,1
916755938481547,início,1
916755938481547,desejar,1
916755938481547,esperar,1
916755938481547,tão,1
1011986338942620,saudade,4
1011986338942620,amo,2
1011986338942620,avós,1
1011986338942620,montagem,1
1011986338942620,acontecer,1
1011986338942620,definir,1
1011986338942620,marcar,1
1011986338942620,volta,1
1011986338942620,piores,1
1011986338942620,série,1
1486146538167125,amo,8
1486146538167125,amor,5
1486146538167125,vida,4
1486146538167125,saudade,3
1486146538167125,tão,3
1486146538167125,bom,2
1486146538167125,vídeo,2
1486146538167125,parabéns,2
1486146538167125,lindonar,2
1486146538167125,maravilhoso,2
1147046068760203,perfil,58
1147046068760203,ver,24
1147046068760203,visualizar,20
1147046068760203,ltima,17
1147046068760203,amigo,13
1147046068760203,bad,13
1147046068760203,visitar,13
1147046068760203,estudar,11
1147046068760203,vida,11
1147046068760203,status,10
1257481127685383,esconder,3
1257481127685383,gato,2
1257481127685383,rabo,2
1257481127685383,arrastar,1
1257481127685383,dead,1
1257481127685383,comida,1
1257481127685383,ninguém,1
1257481127685383,poder,1
1257481127685383,revolução,1
1257481127685383,jogar,1
1557727480977051,amo,16
1557727480977051,né,8
1557727480977051,real,7
1557727480977051,tô,7
1557727480977051,tá,7
1557727480977051,gostar,6
1557727480977051,bom,6
1557727480977051,sonho,5
1557727480977051,deus,5
1557727480977051,leão,5
1478672348920848,amo,15
1478672348920848,derigo,9
1478672348920848,bom,8
1478672348920848,mundo,8
1478672348920848,amor,7
1478672348920848,vida,6
1478672348920848,deus,6
1478672348920848,alguém,5
1478672348920848,avós,5
1478672348920848,negro,5
1861764910504272,amigo,10
1861764910504272,ir,10
1861764910504272,amizade,7
1861764910504272,vida,6
1861764910504272,olho,5
1861764910504272,tô,5
1861764910504272,coração,5
1861764910504272,dor,5
1861764910504272,vivo,4
1861764910504272,whatsapp,4
2004650463152158,vaca,9
2004650463152158,jumento,4
2004650463152158,maldito,4
2004650463152158,mundo,4
2004650463152158,estudar,3
2004650463152158,aparecer,3
2004650463152158,vídeo,3
2004650463152158,achar,2
2004650463152158,projeto,2
2004650463152158,três,2
1978839879042713,lover,369
1978839879042713,tá,45
1978839879042713,táquaselá,43
1978839879042713,faltapouco,42
1978839879042713,simsimsim,42
1978839879042713,aeeeeeeeer,40
1978839879042713,éissomesmoprodução,40
1978839879042713,heimm,38
1978839879042713,diasss,37
1978839879042713,chegandoooo,33
741112402763818,amigo,10
741112402763818,coração,9
741112402763818,pensar,9
741112402763818,tão,9
741112402763818,mundo,8
741112402763818,amo,7
741112402763818,gostar,7
741112402763818,amor,7
741112402763818,vida,7
741112402763818,olho,7
10209959583536488,maringá,85
10209959583536488,achar,59
10209959583536488,animal,58
10209959583536488,perdir,51
10209959583536488,alguém,44
10209959583536488,encontrar,25
10209959583536488,perder,23
10209959583536488,contato,18
10209959583536488,ajudar,17
10209959583536488,cachorro,16
1170510339747390,pedir,1
1170510339747390,saudade,1
1170510339747390,senpai,1
1170510339747390,beijar,1
1170510339747390,bolo,1
1170510339747390,professor,1
1170510339747390,meta,1
1170510339747390,batman,1
1170510339747390,passar,1
1170510339747390,tô,1
2384317308459505,col,14
2384317308459505,feira,9
2384317308459505,machado,7
2384317308459505,ciências,7
2384317308459505,colégio,6
2384317308459505,azul,5
2384317308459505,professor,5
2384317308459505,construir,5
2384317308459505,centenário,5
2384317308459505,precisar,4
446925482369104,anime,10
446925482369104,tô,9
446925482369104,gostar,8
446925482369104,mds,7
446925482369104,querer,6
446925482369104,vida,6
446925482369104,amor,6
446925482369104,alguém,6
446925482369104,show,6
446925482369104,começar,5
1329830420478488,donaduzzi,7
1329830420478488,olhar,6
1329830420478488,saudade,5
1329830420478488,vir,5
1329830420478488,especial,4
1329830420478488,delicioso,4
1329830420478488,câncer,3
1329830420478488,né,3
1329830420478488,carne,3
1329830420478488,conosco,3
932900373523932,vida,14
932900373523932,medo,8
932900373523932,poder,7
932900373523932,mundo,6
932900373523932,amor,6
932900373523932,deixar,5
932900373523932,bom,5
932900373523932,tá,5
932900373523932,olhar,5
932900373523932,vivo,5
1559361260821876,oi,3
1559361260821876,chegar,3
1559361260821876,atoa,2
1559361260821876,amo,2
1559361260821876,linr,1
1559361260821876,amor,1
1559361260821876,livro,1
1559361260821876,bom,1
1559361260821876,aniversário,1
1559361260821876,gostar,1
2105577486125711,arte,6
2105577486125711,vida,5
2105577486125711,palavra,4
2105577486125711,trecho,4
2105577486125711,tornar,3
2105577486125711,importante,3
2105577486125711,chamar,3
2105577486125711,criança,3
2105577486125711,notar,3
2105577486125711,azul,2
1528261897239795,programa,2
1528261897239795,tristir,1
1528261897239795,fé,1
1528261897239795,vencer,1
1528261897239795,realidade,1
1528261897239795,dera,1
1528261897239795,passar,1
1528261897239795,cidadão,1
1528261897239795,enem,0
1528261897239795,emprego,0
1471653652954553,deus,20
1471653652954553,liih,16
1471653652954553,saudade,10
1471653652954553,amo,9
1471653652954553,passar,7
1471653652954553,amor,6
1471653652954553,bom,6
1471653652954553,vida,6
1471653652954553,ajudar,5
1471653652954553,olhar,5
576909702641188,parabéns,2
576909702641188,pleno,1
576909702641188,hein,1
576909702641188,finalmente,1
576909702641188,semestre,1
576909702641188,orgulho,1
576909702641188,saudade,1
576909702641188,ausência,1
576909702641188,dedicar,1
576909702641188,viajar,1
835755409917207,barreto,9
835755409917207,esperar,3
835755409917207,voltar,3
835755409917207,existir,2
835755409917207,lembrar,2
835755409917207,machado,2
835755409917207,mudar,2
835755409917207,machar,2
835755409917207,know,2
835755409917207,friend,1
575912899414794,olhar,7
575912899414794,porra,4
575912899414794,passar,3
575912899414794,tá,2
575912899414794,meia,2
575912899414794,colega,2
575912899414794,mãe,2
575912899414794,amigo,2
575912899414794,top,2
575912899414794,ajudar,2
1998391003749575,amigo,7
1998391003749575,vida,5
1998391003749575,bom,4
1998391003749575,amo,4
1998391003749575,importante,4
1998391003749575,comigo,3
1998391003749575,afastar,3
1998391003749575,chegar,3
1998391003749575,aprender,2
1998391003749575,manter,2
1951666201828091,alguém,4
1951666201828091,rir,4
1951666201828091,ônibus,3
1951666201828091,precisar,3
1951666201828091,sociedade,3
1951666201828091,tentar,3
1951666201828091,aí,2
1951666201828091,ajudar,2
1951666201828091,defender,2
1951666201828091,perguntar,2
739992312856069,amo,3
739992312856069,jesus,2
739992312856069,aí,2
739992312856069,atrás,1
739992312856069,sair,1
739992312856069,dedicar,1
739992312856069,querido,1
739992312856069,tirar,1
739992312856069,tão,1
739992312856069,ajudar,1
2039553936272996,bom,7
2039553936272996,chorar,5
2039553936272996,mds,4
2039553936272996,amigo,3
2039553936272996,deus,3
2039553936272996,mão,3
2039553936272996,tô,3
2039553936272996,vida,3
2039553936272996,dar,3
2039553936272996,acreditar,3
1930897637226837,curso,2
1930897637226837,ganhar,1
1930897637226837,limitar,1
1930897637226837,whatsapp,1
1930897637226837,ligar,1
1930897637226837,criança,1
1930897637226837,aluno,1
1930897637226837,arte,1
1930897637226837,vaga,1
1930897637226837,enfim,0
1576738419038890,aniversário,2
1576738419038890,role,1
1576738419038890,comemorar,1
1576738419038890,amigo,1
1576738419038890,tornar,1
1576738419038890,nego,1
1576738419038890,maravilhosa,1
1576738419038890,eitar,1
1576738419038890,peço,1
1576738419038890,aprendizar,1
751021838425580,amor,6
751021838425580,aaaer,4
751021838425580,saber,4
751021838425580,vida,4
751021838425580,amo,3
751021838425580,passar,3
751021838425580,deus,3
751021838425580,aniversário,2
751021838425580,little,2
751021838425580,maravilhoso,2
1977291202559840,manhã,1
1977291202559840,puta,1
1977291202559840,passagem,1
1977291202559840,amo,1
1977291202559840,ninguém,1
1977291202559840,tá,1
1977291202559840,explicar,1
1977291202559840,aguentar,1
1977291202559840,continuar,1
1977291202559840,claramente,1
1796067243760886,morrer,9
1796067243760886,vida,9
1796067243760886,ir,8
1796067243760886,viver,7
1796067243760886,amor,7
1796067243760886,tá,7
1796067243760886,rap,6
1796067243760886,cê,6
1796067243760886,tô,6
1796067243760886,passar,5
1998800623699038,abençoe,2
1998800623699038,deus,2
1998800623699038,parabéns,2
1998800623699038,arrumar,1
1998800623699038,bolo,1
1998800623699038,adiantar,1
1998800623699038,poder,1
1998800623699038,marquei,1
1998800623699038,grosso,1
1998800623699038,beijo,1
1487135178071835,humano,16
1487135178071835,norte,12
1487135178071835,direito,12
1487135178071835,mundo,12
1487135178071835,falar,9
1487135178071835,amigo,9
1487135178071835,brasil,8
1487135178071835,entender,8
1487135178071835,pensar,8
1487135178071835,precisar,8
1502378776518622,olhar,11
1502378776518622,quizur,7
1502378776518622,amigo,4
1502378776518622,gostar,4
1502378776518622,cigarro,3
1502378776518622,piercing,3
1502378776518622,vida,3
1502378776518622,joão,3
1502378776518622,corpo,3
1502378776518622,amo,3
1985537498386640,olhar,1
1985537498386640,fofo,1
1985537498386640,então,1
1985537498386640,enchar,0
1985537498386640,encantar,0
1985537498386640,encalhar,0
1985537498386640,enaltecer,0
1985537498386640,empurrar,0
1985537498386640,empresa,0
1985537498386640,emprego,0
1484927238261835,favorito,3
1484927238261835,preferer,3
1484927238261835,falar,2
1484927238261835,frase,2
1484927238261835,papel,2
1484927238261835,mundo,2
1484927238261835,humor,2
1484927238261835,mero,2
1484927238261835,novidade,1
1484927238261835,puta,1
854076588099372,falar,3
854076588099372,tô,3
854076588099372,vídeo,3
854076588099372,rir,2
854076588099372,mundo,2
854076588099372,merecer,2
854076588099372,coração,2
854076588099372,aaaaaaa,1
854076588099372,gostar,1
854076588099372,começar,1
1922240901425625,oh,8
1922240901425625,wolowitz,7
1922240901425625,amor,6
1922240901425625,vida,4
1922240901425625,nervoso,3
1922240901425625,passar,3
1922240901425625,quizur,3
1922240901425625,lover,3
1922240901425625,tá,3
1922240901425625,tô,3
1977069062531207,caralho,6
1977069062531207,amo,4
1977069062531207,vida,3
1977069062531207,rsrs,3
1977069062531207,acreditar,3
1977069062531207,hmm,2
1977069062531207,parei,2
1977069062531207,aniversário,2
1977069062531207,acabar,2
1977069062531207,mds,2
1547534035367839,vasconcello,10
1547534035367839,copo,6
1547534035367839,família,3
1547534035367839,entrada,3
1547534035367839,viver,3
1547534035367839,amigo,2
1547534035367839,evento,2
1547534035367839,beijo,1
1547534035367839,ajudar,1
1547534035367839,olá,1
1149483858515953,ir,20
1149483858515953,amigo,9
1149483858515953,vida,7
1149483858515953,amor,7
1149483858515953,olhar,4
1149483858515953,amo,4
1149483858515953,saudade,3
1149483858515953,produção,3
1149483858515953,amar,3
1149483858515953,especial,3
1401426946632559,deus,7
1401426946632559,amo,6
1401426946632559,vida,3
1401426946632559,oi,3
1401426946632559,extremamente,2
1401426946632559,marcar,2
1401426946632559,internet,2
1401426946632559,tá,2
1401426946632559,ajudar,2
1401426946632559,grande,1
1370967753031219,jesus,1
1370967753031219,ônibus,0
1370967753031219,emprego,0
1370967753031219,encarar,0
1370967753031219,encantar,0
1370967753031219,encalhar,0
1370967753031219,enaltecer,0
1370967753031219,empurrar,0
1370967753031219,empresa,0
1370967753031219,empregar,0
541473319551641,chorar,12
541473319551641,né,12
541473319551641,deus,12
541473319551641,tá,10
541473319551641,aniversário,10
541473319551641,bom,10
541473319551641,power,10
541473319551641,lembrar,8
541473319551641,ksksk,8
541473319551641,amo,8
1943778079216175,bom,7
1943778079216175,amo,6
1943778079216175,encontro,5
1943778079216175,vida,5
1943778079216175,lembrar,4
1943778079216175,criança,4
1943778079216175,especial,4
1943778079216175,agradecimento,3
1943778079216175,deus,3
1943778079216175,compromisso,3
906049896236481,patrícer,3
906049896236481,olhar,1
906049896236481,moça,1
906049896236481,faltar,1
906049896236481,amo,1
906049896236481,linr,1
906049896236481,chamar,1
906049896236481,criança,1
906049896236481,zuar,1
906049896236481,então,1
2000305580226138,tô,19
2000305580226138,dar,12
2000305580226138,morrer,11
2000305580226138,aí,10
2000305580226138,gostar,9
2000305580226138,olhar,8
2000305580226138,né,8
2000305580226138,tá,8
2000305580226138,lixo,7
2000305580226138,deixar,7
1547091398703025,matar,4
1547091398703025,rir,3
1547091398703025,desespero,2
1547091398703025,made,2
1547091398703025,roubar,2
1547091398703025,parabéns,1
1547091398703025,want,1
1547091398703025,think,1
1547091398703025,definir,1
1547091398703025,educação,1
884794121682326,fofurar,4
884794121682326,vir,2
884794121682326,necessário,2
884794121682326,começar,2
884794121682326,maravilhoso,2
884794121682326,momento,2
884794121682326,agradecer,2
884794121682326,lembrar,1
884794121682326,amo,1
884794121682326,poesia,1
780076675533492,colégio,3
780076675533492,aluno,2
780076675533492,parabéns,2
780076675533492,whatsapp,2
780076675533492,contato,2
780076675533492,né,1
780076675533492,vida,1
780076675533492,ruim,1
780076675533492,prédio,1
780076675533492,alguém,1
1105432349559329,ouro,3
1105432349559329,bom,2
1105432349559329,vido,2
1105432349559329,passar,2
1105432349559329,sucesso,1
1105432349559329,pesar,1
1105432349559329,desejar,1
1105432349559329,então,1
1105432349559329,juntar,1
1105432349559329,saudade,1
1376647449114091,mundo,1
1376647449114091,moto,1
1376647449114091,cara,1
1376647449114091,então,1
1376647449114091,visitar,1
1376647449114091,osso,1
1376647449114091,amor,1
1376647449114091,direito,1
1376647449114091,cozinha,1
1376647449114091,setembro,1
732867673588908,comente,2
732867673588908,escrever,2
732867673588908,mds,2
732867673588908,amizade,2
732867673588908,quizur,2
732867673588908,lá,1
732867673588908,ir,1
732867673588908,gostar,1
732867673588908,gosto,1
732867673588908,adivinhar,1
1998272143749731,significar,2
1998272143749731,bom,2
1998272143749731,amor,2
1998272143749731,vida,1
1998272143749731,escuridão,1
1998272143749731,dedo,1
1998272143749731,amiga,1
1998272143749731,cair,1
1998272143749731,riso,1
1998272143749731,viver,1
10210849568382756,irmã,4
10210849568382756,deus,4
10210849568382756,vir,3
10210849568382756,limite,2
10210849568382756,irmãr,2
10210849568382756,morte,2
10210849568382756,unha,2
10210849568382756,faltar,2
10210849568382756,força,2
10210849568382756,amo,2
1752747625020742,amor,14
1752747625020742,então,11
1752747625020742,entender,9
1752747625020742,mundo,8
1752747625020742,bom,8
1752747625020742,passar,7
1752747625020742,gostar,7
1752747625020742,amo,7
1752747625020742,alguém,7
1752747625020742,aí,7
592017404472363,paixão,1
592017404472363,ajudar,1
592017404472363,amor,1
592017404472363,chato,1
592017404472363,amo,1
592017404472363,tio,1
592017404472363,né,1
592017404472363,compartilhar,1
592017404472363,velho,1
592017404472363,gonçalve,1
1511327782313705,raíssar,6
1511327782313705,rio,6
1511327782313705,mundo,3
1511327782313705,caralho,3
1511327782313705,porra,3
1511327782313705,jogar,3
1511327782313705,perceber,2
1511327782313705,vida,2
1511327782313705,passar,2
1511327782313705,virar,2
890876167741260,né,14
890876167741260,aí,12
890876167741260,ver,11
890876167741260,dar,10
890876167741260,amor,10
890876167741260,alguém,8
890876167741260,falar,7
890876167741260,tá,7
890876167741260,pensar,7
890876167741260,vida,6
163874904361489,quizur,17
163874904361489,amor,13
163874904361489,encontrar,12
163874904361489,tornar,11
163874904361489,sociedade,10
163874904361489,ir,10
163874904361489,sentir,9
163874904361489,amigo,8
163874904361489,bom,7
163874904361489,vida,7
10208373957585111,amo,8
10208373957585111,crisóstomo,8
10208373957585111,vida,5
10208373957585111,passar,5
10208373957585111,pagar,4
10208373957585111,vontade,3
10208373957585111,aí,3
10208373957585111,amor,3
10208373957585111,igual,3
10208373957585111,ameir,2
2414528602105480,vida,40
2414528602105480,bom,36
2414528602105480,pensar,34
2414528602105480,ajudar,34
2414528602105480,tá,32
2414528602105480,ninguém,30
2414528602105480,chorar,30
2414528602105480,alguém,30
2414528602105480,amor,28
2414528602105480,então,26
2073612392862219,amor,12
2073612392862219,amo,11
2073612392862219,parabéns,10
2073612392862219,deus,10
2073612392862219,filordi,9
2073612392862219,desejar,8
2073612392862219,aniversário,7
2073612392862219,então,6
2073612392862219,vida,6
2073612392862219,especial,5
2035949266648547,puder,1
2035949266648547,way,1
2035949266648547,girls,1
2035949266648547,erguer,1
2035949266648547,please,1
2035949266648547,céu,1
2035949266648547,puro,1
2035949266648547,significar,1
2035949266648547,look,1
2035949266648547,medo,1
1044942355647418,ir,7
1044942355647418,bom,7
1044942355647418,mãe,6
1044942355647418,vida,5
1044942355647418,site,5
1044942355647418,amor,4
1044942355647418,inscrição,4
1044942355647418,jesus,4
1044942355647418,tornar,4
1044942355647418,deus,3
1470414099742633,deus,5
1470414099742633,amo,4
1470414099742633,levar,3
1470414099742633,parabéns,2
1470414099742633,passar,2
1470414099742633,bom,2
1470414099742633,importar,2
1470414099742633,carinho,2
1470414099742633,amor,2
1470414099742633,vida,2
2012280462346031,amo,4
2012280462346031,canal,4
2012280462346031,amor,3
2012280462346031,querer,2
2012280462346031,amigo,2
2012280462346031,entrar,1
2012280462346031,amiga,1
2012280462346031,conhecer,1
2012280462346031,deus,1
2012280462346031,determinar,1
1403465096429380,cheio,1
1403465096429380,candidato,1
1403465096429380,amizade,1
1403465096429380,bom,1
1403465096429380,joão,1
1403465096429380,empresa,0
1403465096429380,encantar,0
1403465096429380,encalhar,0
1403465096429380,enaltecer,0
1403465096429380,empurrar,0
782831401895738,agradecer,5
782831401895738,deus,5
782831401895738,ganhar,3
782831401895738,esporte,2
782831401895738,então,2
782831401895738,agradeço,2
782831401895738,ajudar,2
782831401895738,marcar,2
782831401895738,família,2
