id_usuario,palavra,contagem
1502169689831039,coracao,1
1502169689831039,amor,1
1502169689831039,zuei,0
1502169689831039,cuidar,0
1502169689831039,comigo,0
1502169689831039,compartilhar,0
1502169689831039,conhecer,0
1502169689831039,conheci,0
1502169689831039,conseguir,0
1502169689831039,contar,0
1488442944607524,conhecer,2
1488442944607524,chegar,2
1488442944607524,tirar,2
1488442944607524,amor,1
1488442944607524,compartilhar,1
1488442944607524,chorar,1
1488442944607524,lembrar,1
1488442944607524,certo,1
1488442944607524,jeito,1
1488442944607524,importar,1
815098648696899,zuei,0
815098648696899,cuidar,0
815098648696899,comigo,0
815098648696899,compartilhar,0
815098648696899,conhecer,0
815098648696899,conheci,0
815098648696899,conseguir,0
815098648696899,contar,0
815098648696899,continuar,0
815098648696899,copie,0
1660386267369539,morte,6
1660386267369539,vida,4
1660386267369539,amor,3
1660386267369539,cuidar,3
1660386267369539,sentir,3
1660386267369539,levar,3
1660386267369539,dor,3
1660386267369539,continuar,3
1660386267369539,viver,3
1660386267369539,deus,2
2428939423998125,lembrar,3
2428939423998125,apaixonar,1
2428939423998125,decepcionei,1
2428939423998125,chorar,1
2428939423998125,levar,1
2428939423998125,conhecer,1
2428939423998125,conheci,1
2428939423998125,celular,1
2428939423998125,mundo,1
2428939423998125,aprender,1
741580989385892,importante,1
741580989385892,perder,1
741580989385892,morte,1
741580989385892,agradeco,1
741580989385892,mundo,1
741580989385892,certo,1
741580989385892,sorte,1
741580989385892,precisar,1
741580989385892,amiga,1
741580989385892,forte,1
1514874345292403,precisar,2
1514874345292403,facebook,1
1514874345292403,saudade,1
1514874345292403,caso,1
1514874345292403,celular,1
1514874345292403,chegar,1
1514874345292403,contar,1
1514874345292403,coracao,1
1514874345292403,deus,1
1514874345292403,dor,1
1562161447200062,zuei,0
1562161447200062,cuidar,0
1562161447200062,comigo,0
1562161447200062,compartilhar,0
1562161447200062,conhecer,0
1562161447200062,conheci,0
1562161447200062,conseguir,0
1562161447200062,contar,0
1562161447200062,continuar,0
1562161447200062,copie,0
1651450664917734,chegar,10
1651450664917734,amigo,10
1651450664917734,pensar,8
1651450664917734,gostar,8
1651450664917734,conseguir,7
1651450664917734,vida,7
1651450664917734,junto,7
1651450664917734,amor,7
1651450664917734,acabar,6
1651450664917734,importar,6
1976561949250115,vida,2
1976561949250115,comigo,1
1976561949250115,passar,1
1976561949250115,mds,1
1976561949250115,acontecer,1
1976561949250115,compartilhar,1
1976561949250115,tirar,1
1976561949250115,agradecer,1
