id_usuario,data,quantidade
1528261897239795,2011-03-01,5
1528261897239795,2011-04-01,8
1528261897239795,2011-07-01,1
1528261897239795,2011-08-01,2
1528261897239795,2011-10-01,13
1528261897239795,2011-11-01,4
1528261897239795,2011-12-01,3
1528261897239795,2012-01-01,1
1528261897239795,2012-03-01,3
1528261897239795,2012-04-01,16
1528261897239795,2012-05-01,3
1528261897239795,2012-06-01,2
1528261897239795,2012-07-01,1
1528261897239795,2012-08-01,2
1528261897239795,2012-09-01,1
1528261897239795,2012-11-01,1
1528261897239795,2013-06-01,1
1528261897239795,2013-07-01,3
1528261897239795,2013-08-01,3
1528261897239795,2013-09-01,10
1528261897239795,2013-10-01,12
1528261897239795,2013-11-01,2
1528261897239795,2013-12-01,3
1528261897239795,2014-01-01,1
1528261897239795,2014-02-01,4
1528261897239795,2014-03-01,1
1528261897239795,2014-05-01,2
1528261897239795,2014-06-01,2
1528261897239795,2014-07-01,3
1528261897239795,2014-08-01,3
1528261897239795,2014-12-01,1
1528261897239795,2015-01-01,1
1528261897239795,2015-02-01,3
1528261897239795,2015-03-01,1
1528261897239795,2015-04-01,1
1528261897239795,2015-06-01,1
1528261897239795,2015-07-01,4
1528261897239795,2015-08-01,3
1528261897239795,2015-11-01,2
1528261897239795,2016-01-01,6
1528261897239795,2016-02-01,1
1528261897239795,2016-03-01,4
1528261897239795,2016-05-01,1
1528261897239795,2016-06-01,1
1528261897239795,2016-07-01,5
1528261897239795,2016-08-01,7
1528261897239795,2016-09-01,2
1528261897239795,2016-10-01,2
1528261897239795,2016-11-01,4
1528261897239795,2016-12-01,2
1528261897239795,2017-03-01,1
1528261897239795,2017-04-01,18
1528261897239795,2017-05-01,4
1528261897239795,2017-06-01,3
1528261897239795,2017-07-01,11
1528261897239795,2017-08-01,9
1528261897239795,2017-09-01,2
1528261897239795,2017-10-01,15
1528261897239795,2017-11-01,4
