id_usuario,data,quantidade
1943778079216175,2013-09-01,1
1943778079216175,2013-12-01,1
1943778079216175,2014-01-01,5
1943778079216175,2014-02-01,11
1943778079216175,2014-03-01,11
1943778079216175,2014-04-01,5
1943778079216175,2014-05-01,1
1943778079216175,2014-06-01,3
1943778079216175,2014-07-01,23
1943778079216175,2014-08-01,11
1943778079216175,2014-09-01,26
1943778079216175,2014-10-01,10
1943778079216175,2014-11-01,13
1943778079216175,2014-12-01,13
1943778079216175,2015-02-01,1
1943778079216175,2015-03-01,2
1943778079216175,2015-05-01,3
1943778079216175,2015-06-01,2
1943778079216175,2015-07-01,10
1943778079216175,2015-08-01,20
1943778079216175,2015-09-01,9
1943778079216175,2015-11-01,1
1943778079216175,2015-12-01,8
1943778079216175,2016-01-01,9
1943778079216175,2016-02-01,15
1943778079216175,2016-03-01,28
1943778079216175,2016-04-01,21
1943778079216175,2016-05-01,34
1943778079216175,2016-06-01,20
1943778079216175,2016-07-01,64
1943778079216175,2016-08-01,71
1943778079216175,2016-09-01,21
1943778079216175,2016-10-01,26
1943778079216175,2016-11-01,20
1943778079216175,2016-12-01,32
1943778079216175,2017-01-01,54
1943778079216175,2017-02-01,23
1943778079216175,2017-03-01,32
1943778079216175,2017-04-01,26
1943778079216175,2017-05-01,30
1943778079216175,2017-06-01,26
1943778079216175,2017-07-01,12
1943778079216175,2017-08-01,12
1943778079216175,2017-09-01,17
1943778079216175,2017-10-01,16
1943778079216175,2017-11-01,36
1943778079216175,2017-12-01,32
