id_usuario,data,quantidade
848813808619893,2012-11-01,10
848813808619893,2012-12-01,2
848813808619893,2013-01-01,1
848813808619893,2013-02-01,10
848813808619893,2013-03-01,5
848813808619893,2013-04-01,115
848813808619893,2013-05-01,114
848813808619893,2013-06-01,69
848813808619893,2013-07-01,91
848813808619893,2013-08-01,65
848813808619893,2013-09-01,78
848813808619893,2013-10-01,107
848813808619893,2013-11-01,110
848813808619893,2013-12-01,62
848813808619893,2014-01-01,85
848813808619893,2014-02-01,65
848813808619893,2014-03-01,73
848813808619893,2014-04-01,55
848813808619893,2014-05-01,37
848813808619893,2014-06-01,43
848813808619893,2014-07-01,31
848813808619893,2014-08-01,23
848813808619893,2014-09-01,21
848813808619893,2014-10-01,16
848813808619893,2014-11-01,20
848813808619893,2014-12-01,36
848813808619893,2015-01-01,39
848813808619893,2015-02-01,34
848813808619893,2015-03-01,21
848813808619893,2015-04-01,6
848813808619893,2015-05-01,3
848813808619893,2015-06-01,3
848813808619893,2015-07-01,6
848813808619893,2015-08-01,6
848813808619893,2015-09-01,4
848813808619893,2015-10-01,11
848813808619893,2015-11-01,10
848813808619893,2015-12-01,22
848813808619893,2016-01-01,9
848813808619893,2016-02-01,13
848813808619893,2016-03-01,11
848813808619893,2016-04-01,16
848813808619893,2016-05-01,19
848813808619893,2016-06-01,15
848813808619893,2016-07-01,17
848813808619893,2016-08-01,20
848813808619893,2016-09-01,17
848813808619893,2016-10-01,32
848813808619893,2016-11-01,59
848813808619893,2016-12-01,45
848813808619893,2017-01-01,65
848813808619893,2017-02-01,25
848813808619893,2017-03-01,17
848813808619893,2017-04-01,16
848813808619893,2017-05-01,31
848813808619893,2017-06-01,46
848813808619893,2017-07-01,44
848813808619893,2017-08-01,32
848813808619893,2017-09-01,60
848813808619893,2017-10-01,59
848813808619893,2017-11-01,6
