id_usuario,data,quantidade
698817233653777,2013-10-01,1
698817233653777,2013-11-01,2
698817233653777,2014-10-01,1
698817233653777,2015-10-01,3
698817233653777,2016-01-01,1
698817233653777,2016-05-01,1
698817233653777,2016-08-01,2
698817233653777,2016-09-01,1
698817233653777,2016-10-01,6
698817233653777,2016-11-01,21
698817233653777,2016-12-01,16
698817233653777,2017-01-01,19
698817233653777,2017-02-01,182
698817233653777,2017-03-01,235
698817233653777,2017-04-01,241
698817233653777,2017-05-01,178
698817233653777,2017-06-01,33
698817233653777,2017-07-01,52
698817233653777,2017-08-01,23
698817233653777,2017-09-01,8
698817233653777,2017-10-01,61
698817233653777,2017-11-01,18
698817233653777,2017-12-01,16
