id_usuario,data,quantidade
997096307098438,2011-10-01,1
997096307098438,2011-11-01,1
997096307098438,2011-12-01,1
997096307098438,2012-02-01,3
997096307098438,2012-04-01,3
997096307098438,2012-05-01,1
997096307098438,2012-06-01,11
997096307098438,2012-07-01,6
997096307098438,2012-08-01,12
997096307098438,2012-09-01,9
997096307098438,2012-10-01,4
997096307098438,2012-11-01,6
997096307098438,2012-12-01,14
997096307098438,2013-01-01,3
997096307098438,2013-02-01,8
997096307098438,2013-03-01,2
997096307098438,2013-04-01,8
997096307098438,2013-05-01,6
997096307098438,2013-06-01,5
997096307098438,2013-07-01,3
997096307098438,2013-08-01,4
997096307098438,2013-09-01,2
997096307098438,2013-10-01,9
997096307098438,2013-11-01,3
997096307098438,2013-12-01,1
997096307098438,2014-01-01,6
997096307098438,2014-02-01,4
997096307098438,2014-03-01,13
997096307098438,2014-04-01,1
997096307098438,2014-05-01,2
997096307098438,2014-06-01,5
997096307098438,2014-07-01,1
997096307098438,2014-08-01,1
997096307098438,2014-09-01,4
997096307098438,2014-10-01,3
997096307098438,2014-11-01,3
997096307098438,2014-12-01,6
997096307098438,2015-01-01,4
997096307098438,2015-02-01,1
997096307098438,2015-03-01,1
997096307098438,2015-04-01,3
997096307098438,2015-05-01,3
997096307098438,2015-06-01,1
997096307098438,2015-07-01,1
997096307098438,2015-08-01,4
997096307098438,2015-09-01,6
997096307098438,2015-10-01,4
997096307098438,2015-11-01,3
997096307098438,2015-12-01,11
997096307098438,2016-01-01,7
997096307098438,2016-02-01,6
997096307098438,2016-03-01,11
997096307098438,2016-04-01,15
997096307098438,2016-05-01,6
997096307098438,2016-06-01,8
997096307098438,2016-07-01,8
997096307098438,2016-08-01,3
997096307098438,2016-09-01,8
997096307098438,2016-10-01,12
997096307098438,2016-11-01,42
997096307098438,2016-12-01,38
997096307098438,2017-01-01,29
997096307098438,2017-02-01,19
997096307098438,2017-03-01,11
997096307098438,2017-04-01,10
997096307098438,2017-05-01,3
997096307098438,2017-06-01,13
997096307098438,2017-07-01,7
997096307098438,2017-08-01,4
997096307098438,2017-09-01,3
997096307098438,2017-10-01,9
997096307098438,2017-11-01,19
997096307098438,2017-12-01,23
