Data,Tendência,id_usuario
2017-06-13,1.6000000000000005,1492157617538982
2017-06-16,1.683333333333334,1492157617538982
2017-06-19,1.7000000000000004,1492157617538982
2017-06-22,1.7166666666666672,1492157617538982
2017-06-23,1.7000000000000006,1492157617538982
2017-06-26,1.6666666666666672,1492157617538982
2017-06-30,1.6500000000000006,1492157617538982
2017-07-05,1.6666666666666674,1492157617538982
2017-07-06,1.6500000000000006,1492157617538982
2017-07-07,1.6500000000000006,1492157617538982
2017-07-09,1.7000000000000006,1492157617538982
2017-07-12,1.683333333333334,1492157617538982
2017-07-13,1.6500000000000008,1492157617538982
2017-07-14,1.650000000000001,1492157617538982
2017-07-16,1.6666666666666674,1492157617538982
2017-07-17,1.6666666666666674,1492157617538982
2017-07-19,1.6833333333333345,1492157617538982
2017-07-20,1.700000000000001,1492157617538982
2017-07-21,1.700000000000001,1492157617538982
2017-07-25,1.700000000000001,1492157617538982
2017-07-26,1.6666666666666674,1492157617538982
2017-07-27,1.6500000000000012,1492157617538982
2017-07-30,1.700000000000001,1492157617538982
2017-07-31,1.7500000000000009,1492157617538982
2017-08-01,1.7666666666666675,1492157617538982
2017-08-03,1.7833333333333345,1492157617538982
2017-08-04,1.783333333333334,1492157617538982
2017-08-08,1.7666666666666677,1492157617538982
2017-08-10,1.7833333333333345,1492157617538982
2017-08-11,1.800000000000001,1492157617538982
2017-08-13,1.7333333333333338,1492157617538982
2017-08-16,1.6500000000000006,1492157617538982
2017-08-21,1.633333333333334,1492157617538982
2017-08-22,1.6166666666666676,1492157617538982
2017-08-23,1.6000000000000005,1492157617538982
2017-08-24,1.6000000000000005,1492157617538982
2017-08-28,1.6000000000000008,1492157617538982
2017-08-29,1.5666666666666673,1492157617538982
2017-08-30,1.550000000000001,1492157617538982
2017-09-17,1.5166666666666673,1492157617538982
2017-09-18,1.4833333333333343,1492157617538982
2017-09-19,1.5000000000000009,1492157617538982
2017-09-20,1.5166666666666677,1492157617538982
2017-09-21,1.5166666666666673,1492157617538982
2017-09-22,1.533333333333334,1492157617538982
2017-09-24,1.600000000000001,1492157617538982
2017-09-25,1.6166666666666674,1492157617538982
2017-09-26,1.6166666666666676,1492157617538982
2017-09-29,1.633333333333334,1492157617538982
2017-10-02,1.6500000000000008,1492157617538982
2017-10-03,1.7000000000000008,1492157617538982
2017-10-04,1.7166666666666672,1492157617538982
2017-10-06,1.6666666666666672,1492157617538982
2017-10-10,1.566666666666667,1492157617538982
2017-10-11,1.5166666666666673,1492157617538982
2017-10-12,1.5500000000000007,1492157617538982
2017-06-26,1.3333333333333333,1502169689831039
2017-06-27,1.3333333333333335,1502169689831039
2017-06-29,1.3500000000000003,1502169689831039
2017-07-01,1.3833333333333335,1502169689831039
2017-07-03,1.4000000000000001,1502169689831039
2017-07-04,1.416666666666667,1502169689831039
2017-07-05,1.4833333333333336,1502169689831039
2017-07-06,1.5333333333333334,1502169689831039
2017-07-07,1.5500000000000005,1502169689831039
2017-07-08,1.5666666666666669,1502169689831039
2017-07-09,1.5833333333333337,1502169689831039
2017-07-11,1.6000000000000003,1502169689831039
2017-07-16,1.6000000000000003,1502169689831039
2017-07-18,1.6000000000000005,1502169689831039
2017-07-19,1.6000000000000005,1502169689831039
2017-07-20,1.6000000000000005,1502169689831039
2017-07-22,1.6000000000000008,1502169689831039
2017-07-25,1.6166666666666676,1502169689831039
2017-07-27,1.650000000000001,1502169689831039
2017-07-28,1.6666666666666679,1502169689831039
2017-07-29,1.6666666666666674,1502169689831039
2017-07-30,1.6666666666666674,1502169689831039
2017-07-31,1.6666666666666674,1502169689831039
2017-08-01,1.6833333333333345,1502169689831039
2017-08-05,1.7333333333333343,1502169689831039
2017-08-07,1.7500000000000009,1502169689831039
2017-08-08,1.7500000000000009,1502169689831039
2017-08-10,1.7500000000000007,1502169689831039
2017-08-12,1.7166666666666672,1502169689831039
2017-08-13,1.6833333333333338,1502169689831039
2017-08-15,1.6666666666666672,1502169689831039
2017-08-17,1.6666666666666674,1502169689831039
2017-08-19,1.6500000000000008,1502169689831039
2017-08-20,1.6166666666666678,1502169689831039
2017-08-21,1.600000000000001,1502169689831039
2017-08-22,1.5833333333333344,1502169689831039
2017-08-23,1.5166666666666677,1502169689831039
2017-08-25,1.4666666666666677,1502169689831039
2017-08-27,1.4333333333333345,1502169689831039
2017-08-28,1.4000000000000012,1502169689831039
2017-08-30,1.3833333333333344,1502169689831039
2017-09-01,1.3666666666666678,1502169689831039
2017-09-03,1.3833333333333346,1502169689831039
2017-09-06,1.4000000000000008,1502169689831039
2017-09-08,1.4166666666666676,1502169689831039
2017-09-09,1.4500000000000008,1502169689831039
2017-09-11,1.4666666666666672,1502169689831039
