id_usuario,trend,h,p-valor,z,Tau,slope
741112402763818,no trend,False,0.25392574927075895,-1.1408658578622728,-0.12317073170731707,0.0
397238520731799,no trend,False,0.09676301692609712,-1.660753234851951,-0.14183307731694828,-6.1679056923619804e-18
10214421550670970,increasing,True,0.035161917506430385,2.1064887708677613,0.1348133848133848,0.006211180124223607
1426808120769057,decreasing,True,0.01839672036049933,-2.357535012723543,-0.13453237410071942,-0.006290977929633392
1796067243760886,no trend,False,0.7857721803068489,0.2718047141079654,0.014698677119059285,0.0
1466776020086339,decreasing,True,2.9721474543720205e-06,-4.672735275120644,-0.2696436238729068,-0.08035714285714281
301517977003767,increasing,True,0.010176944502960028,2.5697584588021822,0.7142857142857143,0.047619047619047616
180167572569447,no trend,False,0.18171938586187641,-1.3354797277896855,-0.08329711719542228,-0.008928571428571433
2414528602105480,increasing,True,0.0006594308010041683,3.4059134532869457,0.261278805582603,0.04878048780487805
928018567367487,decreasing,True,1.915180553924145e-06,-4.7621743985110845,-0.4426705370101596,-0.008487394957983199
