id_usuario,palavra,contagem
1492157617538982,fato,2
1492157617538982,vida,2
1492157617538982,continuar,2
1492157617538982,crianco,2
1492157617538982,desafio,2
1492157617538982,deus,2
1492157617538982,campos,2
1492157617538982,brasil,2
1492157617538982,familiar,2
1492157617538982,mostrar,1
1502169689831039,saudade,3
1502169689831039,amor,3
1502169689831039,pensar,2
1502169689831039,amiga,2
1502169689831039,culpa,1
1502169689831039,sorriso,1
1502169689831039,mudei,1
1502169689831039,lembrar,1
1502169689831039,esquecer,1
1502169689831039,briga,1
815098648696899,vida,2
815098648696899,corpo,1
815098648696899,ler,1
815098648696899,realizar,1
815098648696899,cuidar,1
815098648696899,equipe,1
815098648696899,explicar,1
815098648696899,bater,1
815098648696899,porta,1
815098648696899,apaixonar,1
848813808619893,vida,8
848813808619893,mundo,5
848813808619893,real,4
848813808619893,amor,4
848813808619893,chegar,3
848813808619893,incrivel,3
848813808619893,corte,3
848813808619893,procurar,3
848813808619893,cabelo,3
848813808619893,etc,3
1946002089051904,pensar,37
1946002089051904,vida,33
1946002089051904,sentir,26
1946002089051904,dor,24
1946002089051904,deus,22
1946002089051904,desejo,21
1946002089051904,menino,19
1946002089051904,viver,19
1946002089051904,morte,18
1946002089051904,realidade,17
1486146538167125,amo,8
1486146538167125,amor,5
1486146538167125,vida,4
1486146538167125,saudade,3
1486146538167125,maravilhoso,2
1486146538167125,amiga,2
1486146538167125,mundo,2
1486146538167125,deus,2
1486146538167125,desejo,2
1486146538167125,importante,1
741580989385892,pele,6
741580989385892,vermelho,5
741580989385892,terra,5
741580989385892,corte,3
741580989385892,cabelo,3
741580989385892,maravilhoso,3
741580989385892,animar,3
741580989385892,amor,3
741580989385892,mundo,3
741580989385892,encontro,3
1651450664917734,voltar,16
1651450664917734,amigo,11
1651450664917734,chegar,11
1651450664917734,amor,10
1651450664917734,gostar,9
1651450664917734,pensar,8
1651450664917734,vida,8
1651450664917734,junto,7
1651450664917734,parecer,7
1651450664917734,conseguir,7
1540802029367418,campos,13
1540802029367418,amigo,10
1540802029367418,confiar,3
1540802029367418,amo,3
1540802029367418,tristir,2
1540802029367418,continuar,2
1540802029367418,mundo,2
1540802029367418,passado,2
1540802029367418,rir,2
1540802029367418,segredo,2
1170510339747390,pedir,1
1170510339747390,opa,1
1170510339747390,amo,1
1170510339747390,filosofia,1
1170510339747390,saudade,1
1170510339747390,morrer,1
1170510339747390,perguntar,1
1170510339747390,professor,1
1170510339747390,vida,1
1170510339747390,vergonha,1
1385319051580320,amor,15
1385319051580320,vida,10
1385319051580320,sinto,6
1385319051580320,coracao,5
1385319051580320,lawer,5
1385319051580320,sentimento,5
1385319051580320,maes,4
1385319051580320,amo,4
1385319051580320,mundo,4
1385319051580320,durar,4
938224233002226,deus,5
938224233002226,vida,4
938224233002226,cabelo,3
938224233002226,enem,3
938224233002226,amor,3
938224233002226,amo,3
938224233002226,palavra,3
938224233002226,mundo,3
938224233002226,acreditar,2
938224233002226,incrivel,2
301840113661980,amigo,8
301840113661980,marcar,4
301840113661980,amo,3
301840113661980,coracao,2
301840113661980,pessoal,2
301840113661980,po,2
301840113661980,sentimento,2
301840113661980,comente,2
301840113661980,vida,2
301840113661980,escola,2
1977069062531207,caralho,6
1977069062531207,amo,4
1977069062531207,vida,3
1977069062531207,acreditar,3
1977069062531207,sonho,2
1977069062531207,acabar,2
1977069062531207,chegar,2
1977069062531207,porra,2
1977069062531207,princês,1
1977069062531207,chocar,1
1401426946632559,deus,7
1401426946632559,amo,6
1401426946632559,extremamente,2
1401426946632559,ajudar,2
1401426946632559,agradeco,2
1401426946632559,presente,2
1401426946632559,vida,2
1401426946632559,marcar,2
1401426946632559,atencao,1
1401426946632559,entrar,1
512232612496168,rsss,23
512232612496168,deus,7
512232612496168,amor,4
512232612496168,chegar,4
512232612496168,amo,4
512232612496168,vida,4
512232612496168,mundo,3
512232612496168,comer,3
512232612496168,cabelo,3
512232612496168,sonho,3
1943778079216175,deus,10
1943778079216175,vida,9
1943778079216175,amor,7
1943778079216175,presenca,6
1943778079216175,amo,6
1943778079216175,encontro,5
1943778079216175,especial,5
1943778079216175,paroquiasaofranciscodeassis,5
1943778079216175,crianco,4
1943778079216175,maes,4
516452332049464,amo,15
516452332049464,amor,14
516452332049464,dor,13
516452332049464,coracao,6
516452332049464,rir,6
516452332049464,lover,5
516452332049464,vida,5
516452332049464,contigo,4
516452332049464,achar,4
516452332049464,precisar,4
2004875956427590,vida,14
2004875956427590,deus,13
2004875956427590,amo,7
2004875956427590,continuar,7
2004875956427590,amizade,6
2004875956427590,amiga,6
2004875956427590,participar,5
2004875956427590,amor,5
2004875956427590,cha,5
2004875956427590,coracao,5
782831401895738,agradecer,5
782831401895738,deus,4
782831401895738,coracao,2
782831401895738,ganhar,2
782831401895738,ajudar,2
782831401895738,agradeco,2
782831401895738,postar,2
782831401895738,amo,2
782831401895738,chegar,2
782831401895738,marcar,2
872858692876290,vida,12
872858692876290,coracao,9
872858692876290,amor,8
872858692876290,amo,8
872858692876290,amizade,7
872858692876290,amei,6
872858692876290,deus,6
872858692876290,chegar,5
872858692876290,sorriso,5
872858692876290,precisar,4
1022864967872047,vida,19
1022864967872047,amigo,15
1022864967872047,acreditar,14
1022864967872047,amor,14
1022864967872047,deus,14
1022864967872047,amo,13
1022864967872047,sorriso,10
1022864967872047,amizade,10
1022864967872047,aprender,10
1022864967872047,saudade,9
911841485656952,importante,25
911841485656952,lembrar,25
911841485656952,conheco,22
911841485656952,direito,22
911841485656952,amigo,18
911841485656952,amo,17
911841485656952,amizade,17
911841485656952,pensar,16
911841485656952,aprender,15
911841485656952,marquei,14
1768327656531278,mundo,5
1768327656531278,coracao,3
1768327656531278,apresentar,3
1768327656531278,encontrar,2
1768327656531278,sangue,2
1768327656531278,perceber,2
1768327656531278,velho,2
1768327656531278,fechar,2
1768327656531278,amor,2
1768327656531278,conhecimento,2
1211223432346372,saudade,3
1211223432346372,deus,3
1211223432346372,inferno,3
1211223432346372,especial,3
1211223432346372,ue,3
1211223432346372,negocio,2
1211223432346372,aluno,2
1211223432346372,fofo,2
1211223432346372,junto,2
1211223432346372,vida,2
