id_usuario,trend,h,p-valor,z,Tau,s,var_s,slope,intercept
1492157617538982,decreasing,True,9.375533460698193e-09,-5.7416556322169985,-0.3640739015680795,-2345.0,166663.66666666666,-0.0033333333333333214,1.855
1457411227699416,increasing,True,0.0,9.15069340089857,0.41361579596873715,10055.0,1207173.6666666667,0.003385416666666658,2.027604166666668
1502169689831039,decreasing,True,2.4291112819430083e-05,-4.2212872728257755,-0.2779874213836478,-1547.0,134131.0,-0.005000000000000001,1.8041666666666676
2069736153313031,increasing,True,0.0,12.997285071178062,0.6796641109894122,9308.0,512760.0,0.018402777777777775,1.7317708333333335
815098648696899,decreasing,True,0.003526432851219008,-2.9176824416156233,-0.170995670995671,-1501.0,264305.6666666667,-0.014591942148760317,4.663068181818181
848813808619893,increasing,True,1.4486382116096763e-06,4.818193534419476,0.25926833251674014,3175.0,433955.6666666667,0.00228882901761214,1.9881380032929197
1490358514390143,no trend,False,0.8616060825356018,0.17433005228363344,0.016835016835016835,25.0,18953.0,4.270088556250602e-18,1.2833333333333334
1946002089051904,decreasing,True,0.0,-11.965013376302425,-0.5408062525709585,-13147.0,1207149.0,-0.0029585798816568042,2.3254437869822495
1505262262895441,decreasing,True,4.373412743063909e-11,-6.590840969598523,-0.3385012919896641,-4978.0,570234.6666666666,-0.03413199426111907,8.684952175992347
523889937966576,increasing,True,0.0025097941105731714,3.0221581186638513,0.13048249374164123,3805.0,1584333.6666666667,0.0033333333333333266,2.623333333333335
1486146538167125,decreasing,True,9.833511782630922e-11,-6.469488664441865,-0.41588861588861586,-2539.0,153901.66666666666,-0.003999999999999995,1.7366666666666672
741580989385892,decreasing,True,0.0,-13.49579816822657,-0.7308755760368664,-8723.0,417671.6666666667,-0.023493975903614458,4.07570281124498
1651450664917734,decreasing,True,0.0,-14.284848435081377,-0.693553664921466,-12717.0,792409.6666666666,-0.006451612903225804,2.482795698924732
1976561949250115,no trend,False,0.3764194351150687,-0.8845128384048466,-0.042110552763819094,-838.0,895452.6666666666,-0.001178158018709204,3.3338933895282317
741112402763818,increasing,True,9.303668946358812e-14,7.450530536299029,0.3686839012925969,6275.0,709111.6666666666,0.02526994078718216,0.3251654475792414
10214421550670970,increasing,True,1.3322676295501878e-15,7.992235222698911,0.3269988348221717,11787.0,2174685.0,0.005421199360548996,2.323559285686435
397238520731799,no trend,False,0.5898833665054308,-0.5390050550907138,-0.02523333802354486,-538.0,992574.0,-0.0019267822736030785,4.698458574181118
1170510339747390,increasing,True,0.0,12.683947903165375,0.9305061559507524,3401.0,71853.66666666667,0.01999999999999999,0.7250000000000011
1540802029367418,no trend,False,0.33345073905164924,-0.9671866412738518,-0.05811773528308961,-465.0,230152.33333333334,-0.0003003003003003052,1.5689189189189199
932900373523932,decreasing,True,0.0,-8.693567521462418,-0.3472905782287171,-13760.0,2504826.6666666665,-0.0032608695652173846,3.6998188405797094
337226220074570,decreasing,True,0.0,-11.73021539140127,-0.5522553849125857,-11435.0,950133.0,-0.02009803921568627,6.948284313725489
575912899414794,increasing,True,2.177529712099613e-09,5.983977821720528,0.27829407434670594,6049.0,1021512.3333333334,0.004143245930810698,2.4524357565290207
1977291202559840,no trend,False,0.45607805191393647,-0.7453203994230014,-0.07973421926910298,-72.0,9074.666666666666,-0.0007575757575757549,2.1492424242424244
1796067243760886,increasing,True,1.9984014443252818e-15,7.944258099446026,0.3703548866592345,7973.0,1006996.3333333334,0.009408602150537633,2.5762096774193557
1486348074805772,decreasing,True,0.0,-14.77557884302806,-0.6286436066848037,-19410.0,1725509.3333333333,-0.01030828516377649,4.511560693641618
1502378776518622,decreasing,True,0.0,-11.987431047168206,-0.5494892414692458,-12641.0,1111839.0,-0.01330275229357797,5.356727828746177
1977069062531207,decreasing,True,0.0,-15.014777997209931,-0.7214024071166928,-13786.0,842899.3333333334,-0.035935110856269104,6.045339975152904
1401426946632559,decreasing,True,8.104628079763643e-14,-7.468472799749917,-0.5447741245656241,-2038.0,74390.66666666667,-0.0788690476190476,10.108035714285714
1943778079216175,decreasing,True,2.6645352591003757e-15,-7.9069720457803125,-0.47619047619047616,-3750.0,224807.33333333334,-0.004999999999999999,2.0625000000000004
884794121682326,decreasing,True,0.0003445266119170842,-3.5792917941117426,-0.3169491525423729,-561.0,24478.333333333332,-0.0017637178051511811,1.3520296752519603
997096307098438,no trend,False,0.06603795772245546,-1.8381659352054842,-0.18593894542090658,-201.0,11838.333333333334,-0.001388888888888884,1.6319444444444453
2094876800735382,decreasing,True,0.0,-15.416500466957295,-0.7426381178958499,-14047.0,830106.3333333334,-0.028124999999999997,5.128125
1232495143519028,decreasing,True,0.0,-8.944845805630184,-0.38776150627615064,-11121.0,1545481.6666666667,-0.012397103658536582,5.264787220528454
1044942355647418,decreasing,True,2.7113866707395573e-12,-6.991929595507844,-0.4844298245614035,-2209.0,99725.0,-0.00408805031446541,1.6775157232704407
782831401895738,decreasing,True,0.0,-10.036724126779898,-0.6422136422136422,-3992.0,158117.33333333334,-0.012380952380952371,2.7038095238095243
2004875956427590,increasing,True,0.0,9.639027185107194,0.6825131390348782,2857.0,87791.0,0.00925925925925927,1.262037037037037
872858692876290,decreasing,True,0.0016658418171711098,-3.1441251475024434,-0.22676200204290092,-888.0,79588.0,-0.005270467836257309,2.2485672514619885
698817233653777,decreasing,True,0.0,-10.345442541846008,-0.6083738144806847,-5260.0,258409.33333333334,-0.08779569892473116,12.958951612903222
2023637511215863,no trend,False,0.3619325281628518,-0.9116888632929346,-0.08672699849170437,-115.0,15635.666666666666,0.0,1.166666666666667
2041925969376769,decreasing,True,0.0,-13.262070920338312,-0.5967357492021169,-14771.0,1240333.0,-0.01499999999999999,5.298333333333333
1502634726523802,decreasing,True,2.220446049250313e-16,-8.278164816310614,-0.726775956284153,-1330.0,25774.0,-0.00666666666666668,1.5000000000000009
1022864967872047,increasing,True,8.161560316466421e-11,6.497592225642011,0.3278740557354155,5165.0,631637.0,0.0019379844961240327,2.0118217054263576
875705135940560,decreasing,True,0.0,-9.887776476305026,-0.7387599177196591,-2514.0,64593.333333333336,-0.009523809523809537,1.8571428571428585
1033110380164779,decreasing,True,2.284394895468722e-12,-7.015916897299787,-0.3353842998513049,-6541.0,868933.6666666666,-0.011581920903954806,5.290819209039547
911841485656952,increasing,True,2.4288029229824204e-05,4.221315884760542,0.26896333754740837,1702.0,162372.66666666666,0.0035198226395409503,1.6028899321857073
299741130514772,no trend,False,0.2676966504033227,1.1083825208895992,0.13277310924369748,79.0,4952.333333333333,0.006896551724137891,2.3494252873563233
2000049206898919,decreasing,True,0.00019398040362927915,-3.726729554491151,-0.16022397625312015,-4750.0,1623860.0,-0.003676470588235294,4.113357843137255
1211223432346372,decreasing,True,3.774758283725532e-15,-7.8589443512346016,-0.4752258064516129,-3683.0,219502.33333333334,-0.003763440860215056,2.0333333333333345
1474155432682501,decreasing,True,0.0,-15.984490384632792,-0.6885351834846785,-20245.0,1603965.6666666667,-0.020875420875420863,6.759259259259259
855386091334664,decreasing,True,4.714547507944644e-06,-4.577105046525889,-0.1997067868125581,-5585.0,1488363.6666666667,-0.004945453088928216,4.300230131160197
1942377509357721,decreasing,True,0.0,-11.879612249286174,-0.5537904124860646,-11922.0,1006980.0,-0.02012462147682273,5.757898322851153
