id_usuario,trend,h,p-valor,z,Tau,slope
1457411227699416,increasing,True,1.2577489658660568e-05,4.36732952381236,0.2609498031496063,0.004166666666666659
2069736153313031,increasing,True,0.0,10.600245434735195,0.6574562028201111,0.026086956521739153
1505262262895441,decreasing,True,9.999685398165425e-05,-3.8905995198726058,-0.2856361149110807,-0.03037037037037038
523889937966576,decreasing,True,0.0,-10.980682012032117,-0.5986412108703131,-0.009946236559139775
1791295990903518,no trend,False,0.5285216171186002,0.6302643902213004,0.036601307189542485,0.0011020036429872308
1592776377455709,decreasing,True,2.5912605394751154e-13,-7.314035522839319,-0.4284575074048758,-0.012094138730761123
540079019690503,decreasing,True,0.003690710297104216,-2.9034541312307693,-0.17284399224806202,-0.005666766756747744
1976561949250115,no trend,False,0.24700986314761741,1.1576427321900784,0.07600070534297303,0.002941176470588225
932900373523932,decreasing,True,3.870392895066743e-10,-6.259167001077888,-0.3253493013972056,-0.0036694915254237258
337226220074570,decreasing,True,0.0022904889110728632,-3.0497277536594147,-0.2008984725965858,-0.006830601092896165
1458695270914220,decreasing,True,1.9806378759312793e-13,-7.350142442860942,-0.4048322147651007,-0.013703703703703685
575912899414794,no trend,False,0.7450886748959702,0.3251220848155224,0.0196225471816023,0.00042735042735042583
1486348074805772,decreasing,True,0.0,-9.871729813622823,-0.5531609195402298,-0.008576051779935269
1502378776518622,no trend,False,0.8014937957702226,-0.25141432215626913,-0.015460482473677196,-0.00047619047619044914
294456457741682,increasing,True,0.0,9.387135687975244,0.6402803545660688,0.054166666666666585
1587210241335648,decreasing,True,0.00966849679535886,-2.587465176580361,-0.14454416627302788,-0.003413654618473894
1232495143519028,decreasing,True,0.0,-9.86975353340447,-0.5759174054539333,-0.020392156862745092
698817233653777,decreasing,True,3.3311221203646824e-07,-5.103679520281367,-0.4486338797814208,-0.037499999999999964
2041925969376769,decreasing,True,4.218847493575595e-15,-7.849253793361763,-0.45978582820688085,-0.013541666666666678
1033110380164779,decreasing,True,0.005318769992349592,-2.787065666494419,-0.1752623688155922,-0.010000000000000014
2000049206898919,increasing,True,1.9340085088970227e-13,7.35329312471712,0.41355866355866355,0.010274547803617565
1474155432682501,decreasing,True,0.0,-13.561809802275766,-0.8166349206349206,-0.025833333333333326
855386091334664,decreasing,True,1.3273937504720834e-10,-6.423999773890989,-0.37346600331674956,-0.010793650793650807
968408906650982,increasing,True,0.0467077230027122,1.988940932962099,0.11614858040623947,0.0056603773584905795
1942377509357721,no trend,False,0.7041897103646684,-0.3796709182409001,-0.024336283185840708,-0.00035477053140095755
741112402763818,increasing,True,2.220446049250313e-16,8.220113326697856,0.5334692490655794,0.11433463796477494
397238520731799,decreasing,True,0.0,-12.800063524169826,-0.7303186022610483,-0.06219931271477662
10214421550670970,increasing,True,0.0,12.764725978375052,0.686754858729381,0.02083333333333326
1426808120769057,increasing,True,2.9944540085313776e-06,4.671199861554333,0.2530372852953498,0.011524822695035472
1796067243760886,increasing,True,0.012259937983587488,2.5045727777505884,0.14194386175207271,0.005864197530864226
1466776020086339,decreasing,True,0.0,-10.688929901473442,-0.6573002754820937,-0.0318181818181819
301517977003767,decreasing,True,9.180666724617481e-07,-4.908433672988727,-0.3141891891891892,-0.01904761904761903
180167572569447,increasing,True,1.3326985515149659e-07,5.2742916097763874,0.35797979797979795,0.030208333333333375
2414528602105480,decreasing,True,2.220446049250313e-16,-8.19199887317392,-0.517162471395881,-0.06444444444444448
928018567367487,decreasing,True,4.440892098500626e-16,-8.154980886023857,-0.4636271529888551,-0.018934717545828622
1492157617538982,decreasing,True,0.006182086532114495,-2.7379638802018387,-0.2519480519480519,-0.001992063492063492
1502169689831039,no trend,False,0.07138788551951203,-1.8030020958923743,-0.16623376623376623,-0.0033333333333333596
815098648696899,decreasing,True,2.220446049250313e-15,-7.930896689258289,-0.7292207792207792,-0.11363636363636359
848813808619893,no trend,False,0.9564004607651375,0.05467114143364171,0.004031354983202688,0.0
1946002089051904,decreasing,True,2.0864578953450064e-09,-5.990928950620749,-0.35933008373953257,-0.002666666666666663
1486146538167125,increasing,True,5.27362430613465e-07,5.016080488273394,0.5765765765765766,0.016000000000000007
741580989385892,increasing,True,2.059905114260019e-06,4.747456659678399,0.43636363636363634,0.003992753623188399
1651450664917734,decreasing,True,4.11226608321158e-13,-7.251817624720396,-0.5318741450068399,-0.0037878787878787915
1540802029367418,decreasing,True,1.1376203312707389e-08,-5.7088201378477095,-0.4736611062335382,-0.00520833333333334
1170510339747390,increasing,True,0.0,8.734745234936605,0.8530612244897959,0.03333333333333344
1385319051580320,increasing,True,2.220446049250313e-16,8.257515713717067,0.6798806479113384,0.00916666666666667
