id_usuario,trend,h,p-valor,z,Tau,slope
1492157617538982,no trend,False,0.15472657604105855,1.4230330451341564,0.1524390243902439,0.0
1502169689831039,increasing,True,1.3345260156949479e-05,4.3543659679025435,0.5669515669515669,0.01785714285714286
815098648696899,no trend,False,0.09228182500185489,-1.6834819795072453,-0.2490118577075099,-0.010989010989010985
848813808619893,decreasing,True,0.002578870465370642,-3.0139302985532597,-0.2809224318658281,-0.008928571428571425
1946002089051904,no trend,False,0.39693866258869503,-0.8471012964112422,-0.05890257558790594,0.0
1486146538167125,decreasing,True,0.0010131535290025528,-3.2868484207300503,-0.4021505376344086,-0.010989010989010985
741580989385892,no trend,False,0.4908477838696561,-0.6889610422860032,-0.09113300492610837,0.0
1651450664917734,no trend,False,0.488677681195659,0.6924135144795602,0.04968789013732834,0.0
1540802029367418,no trend,False,0.2914989036685549,1.0548391330523434,0.10034013605442177,0.0
1170510339747390,no trend,False,0.07009001107932789,1.8113285353316568,0.29473684210526313,0.017331932773109238
1385319051580320,no trend,False,0.5263967795869267,-0.6335159328840235,-0.08045977011494253,0.0
938224233002226,no trend,False,0.12551314580422046,1.532037643407522,0.11749432002596559,0.0028011204481792704
301840113661980,no trend,False,0.05818956525669683,-1.8942671027943245,-0.19227053140096617,-0.0037593984962406
1977069062531207,decreasing,True,1.3781766073028834e-05,-4.347309532045161,-0.4503171247357294,-0.0150375939849624
1401426946632559,decreasing,True,7.098126636906343e-06,-4.490724644889289,-0.7315789473684211,-0.11251342642320086
512232612496168,increasing,True,0.0012924102345852617,3.2176597718243136,0.3939393939393939,0.02965927750410509
1943778079216175,increasing,True,2.430439849376853e-09,5.9660646719626484,0.4483589280337248,0.04037267080745341
516452332049464,no trend,False,0.5153717034483907,-0.65049628066682,-0.06060606060606061,0.0
782831401895738,decreasing,True,1.3664787360756492e-05,-4.349179432500398,-0.3641025641025641,-0.010582010582010578
2004875956427590,increasing,True,5.7660645147450396e-09,5.8234048604717605,0.38141421266090636,0.023809523809523798
872858692876290,decreasing,True,0.0005428617369100941,-3.4586639638208596,-0.3782051282051282,-0.008658008658008661
1022864967872047,no trend,False,0.08056982429607307,-1.7473893459107621,-0.16784313725490196,-2.220446049250313e-16
911841485656952,decreasing,True,6.328271240363392e-14,-7.500937850724074,-0.5190789473684211,-0.10030395136778117
1768327656531278,decreasing,True,0.019808134670158406,-2.3299624720224172,-0.12688172043010754,0.0
1211223432346372,no trend,False,0.7274083584468505,0.34857505402279043,0.03488372093023256,0.0
